v4_1,Data Marking,calendar-years,Time,nuts,geography,sic-unofficial,UnofficialStandardIndustrialClassification,type-of-prices,Prices,quarterly-index-and-growth-rate,GrowthRate
108.5040656,,2013,2013,UK0,England,O,O,cvm,Chained Volume Measure,aix,Annual index
98.72332312,,2013,2013,UK0,England,P,P,cvm,Chained Volume Measure,aix,Annual index
1.56248108,,2013,2013,UK0,England,P,P,cvm,Chained Volume Measure,gra,Annual growth rate
2.815980252,,2013,2013,UK0,England,Q,Q,cvm,Chained Volume Measure,gra,Annual growth rate
95.1393938,,2013,2013,UK0,England,Q,Q,cvm,Chained Volume Measure,aix,Annual index
94.46531846,,2013,2013,UK0,England,R,R,cvm,Chained Volume Measure,aix,Annual index
-0.708932906,,2013,2013,UK0,England,R,R,cvm,Chained Volume Measure,gra,Annual growth rate
1.638357282,,2013,2013,UK0,England,S,S,cvm,Chained Volume Measure,gra,Annual growth rate
93.20193789,,2013,2013,UK0,England,S,S,cvm,Chained Volume Measure,aix,Annual index
5.461482845,,2013,2013,UK0,England,T,T,cvm,Chained Volume Measure,gra,Annual growth rate
89.20839594,,2013,2013,UK0,England,T,T,cvm,Chained Volume Measure,aix,Annual index
-4.191909332,,2013,2013,UKC,North East,A,A,cvm,Chained Volume Measure,gra,Annual growth rate
87.204919,,2013,2013,UKC,North East,A,A,cvm,Chained Volume Measure,aix,Annual index
-0.487145256,,2013,2013,UKC,North East,A--T,A--T,cvm,Chained Volume Measure,gra,Annual growth rate
97.43918546,,2013,2013,UKC,North East,A--T,A--T,cvm,Chained Volume Measure,aix,Annual index
204.1532776,,2013,2013,UKC,North East,B,B,cvm,Chained Volume Measure,aix,Annual index
26.37476876,,2013,2013,UKC,North East,B,B,cvm,Chained Volume Measure,gra,Annual growth rate
100.1543873,,2013,2013,UKC,North East,B--E,B--E,cvm,Chained Volume Measure,aix,Annual index
-2.573601961,,2013,2013,UKC,North East,B--E,B--E,cvm,Chained Volume Measure,gra,Annual growth rate
-4.136803839,,2013,2013,UKC,North East,C,C,cvm,Chained Volume Measure,gra,Annual growth rate
98.49055764,,2013,2013,UKC,North East,C,C,cvm,Chained Volume Measure,aix,Annual index
106.1386752,,2013,2013,UKC,North East,D,D,cvm,Chained Volume Measure,aix,Annual index
-3.775173705,,2013,2013,UKC,North East,D,D,cvm,Chained Volume Measure,gra,Annual growth rate
5.108483734,,2013,2013,UKC,North East,E,E,cvm,Chained Volume Measure,gra,Annual growth rate
92.02389232,,2013,2013,UKC,North East,E,E,cvm,Chained Volume Measure,aix,Annual index
-2.496839205,,2013,2013,UKC,North East,F,F,cvm,Chained Volume Measure,gra,Annual growth rate
88.06312634,,2013,2013,UKC,North East,F,F,cvm,Chained Volume Measure,aix,Annual index
4.70655393,,2013,2013,UKC,North East,G,G,cvm,Chained Volume Measure,gra,Annual growth rate
91.47939679,,2013,2013,UKC,North East,G,G,cvm,Chained Volume Measure,aix,Annual index
0.23604388,,2013,2013,UKC,North East,G--T,G--T,cvm,Chained Volume Measure,gra,Annual growth rate
97.62933784,,2013,2013,UKC,North East,G--T,G--T,cvm,Chained Volume Measure,aix,Annual index
98.97014573,,2013,2013,UKC,North East,H,H,cvm,Chained Volume Measure,aix,Annual index
1.819415095,,2013,2013,UKC,North East,H,H,cvm,Chained Volume Measure,gra,Annual growth rate
-3.712541488,,2013,2013,UKC,North East,I,I,cvm,Chained Volume Measure,gra,Annual growth rate
86.20742431,,2013,2013,UKC,North East,I,I,cvm,Chained Volume Measure,aix,Annual index
95.71545902,,2013,2013,UKC,North East,J,J,cvm,Chained Volume Measure,aix,Annual index
-2.728547617,,2013,2013,UKC,North East,J,J,cvm,Chained Volume Measure,gra,Annual growth rate
104.2628415,,2013,2013,UKC,North East,K,K,cvm,Chained Volume Measure,aix,Annual index
-5.557682248,,2013,2013,UKC,North East,K,K,cvm,Chained Volume Measure,gra,Annual growth rate
95.19133896,,2013,2013,UKC,North East,L,L,cvm,Chained Volume Measure,aix,Annual index
-0.138624937,,2013,2013,UKC,North East,L,L,cvm,Chained Volume Measure,gra,Annual growth rate
92.89143972,,2013,2013,UKC,North East,M,M,cvm,Chained Volume Measure,aix,Annual index
1.27689369,,2013,2013,UKC,North East,M,M,cvm,Chained Volume Measure,gra,Annual growth rate
85.15357404,,2013,2013,UKC,North East,N,N,cvm,Chained Volume Measure,aix,Annual index
-0.762585712,,2013,2013,UKC,North East,N,N,cvm,Chained Volume Measure,gra,Annual growth rate
-0.138214714,,2013,2013,UKC,North East,O,O,cvm,Chained Volume Measure,gra,Annual growth rate
116.1656323,,2013,2013,UKC,North East,O,O,cvm,Chained Volume Measure,aix,Annual index
98.3282232,,2013,2013,UKC,North East,P,P,cvm,Chained Volume Measure,aix,Annual index
-1.191337603,,2013,2013,UKC,North East,P,P,cvm,Chained Volume Measure,gra,Annual growth rate
2.062581693,,2013,2013,UKC,North East,Q,Q,cvm,Chained Volume Measure,gra,Annual growth rate
104.0104294,,2013,2013,UKC,North East,Q,Q,cvm,Chained Volume Measure,aix,Annual index
3.090999744,,2013,2013,UKC,North East,R,R,cvm,Chained Volume Measure,gra,Annual growth rate
106.6811065,,2013,2013,UKC,North East,R,R,cvm,Chained Volume Measure,aix,Annual index
87.28558334,,2013,2013,UKC,North East,S,S,cvm,Chained Volume Measure,aix,Annual index
-4.198229349,,2013,2013,UKC,North East,S,S,cvm,Chained Volume Measure,gra,Annual growth rate
61.12578981,,2013,2013,UKC,North East,T,T,cvm,Chained Volume Measure,aix,Annual index
8.757152162,,2013,2013,UKC,North East,T,T,cvm,Chained Volume Measure,gra,Annual growth rate
93.74944771,,2013,2013,UKD,North West,A,A,cvm,Chained Volume Measure,aix,Annual index
-1.573112519,,2013,2013,UKD,North West,A,A,cvm,Chained Volume Measure,gra,Annual growth rate
1.832780164,,2013,2013,UKD,North West,A--T,A--T,cvm,Chained Volume Measure,gra,Annual growth rate
94.00773883,,2013,2013,UKD,North West,A--T,A--T,cvm,Chained Volume Measure,aix,Annual index
14.74378816,,2013,2013,UKD,North West,B,B,cvm,Chained Volume Measure,gra,Annual growth rate
102.9217122,,2013,2013,UKD,North West,B,B,cvm,Chained Volume Measure,aix,Annual index
93.65870519,,2013,2013,UKD,North West,B--E,B--E,cvm,Chained Volume Measure,aix,Annual index
0.317086483,,2013,2013,UKD,North West,B--E,B--E,cvm,Chained Volume Measure,gra,Annual growth rate
93.13804644,,2013,2013,UKD,North West,C,C,cvm,Chained Volume Measure,aix,Annual index
-0.937926012,,2013,2013,UKD,North West,C,C,cvm,Chained Volume Measure,gra,Annual growth rate
118.451226,,2013,2013,UKD,North West,D,D,cvm,Chained Volume Measure,aix,Annual index
0.600084454,,2013,2013,UKD,North West,D,D,cvm,Chained Volume Measure,gra,Annual growth rate
79.83051049,,2013,2013,UKD,North West,E,E,cvm,Chained Volume Measure,aix,Annual index
14.87795665,,2013,2013,UKD,North West,E,E,cvm,Chained Volume Measure,gra,Annual growth rate
-0.531516571,,2013,2013,UKD,North West,F,F,cvm,Chained Volume Measure,gra,Annual growth rate
86.07742285,,2013,2013,UKD,North West,F,F,cvm,Chained Volume Measure,aix,Annual index
4.204846653,,2013,2013,UKD,North West,G,G,cvm,Chained Volume Measure,gra,Annual growth rate
89.86172104,,2013,2013,UKD,North West,G,G,cvm,Chained Volume Measure,aix,Annual index
2.387098811,,2013,2013,UKD,North West,G--T,G--T,cvm,Chained Volume Measure,gra,Annual growth rate
94.75990191,,2013,2013,UKD,North West,G--T,G--T,cvm,Chained Volume Measure,aix,Annual index
2.14849345,,2013,2013,UKD,North West,H,H,cvm,Chained Volume Measure,gra,Annual growth rate
92.5896513,,2013,2013,UKD,North West,H,H,cvm,Chained Volume Measure,aix,Annual index
96.53855193,,2013,2013,UKD,North West,I,I,cvm,Chained Volume Measure,aix,Annual index
0.374053946,,2013,2013,UKD,North West,I,I,cvm,Chained Volume Measure,gra,Annual growth rate
1.161261836,,2013,2013,UKD,North West,J,J,cvm,Chained Volume Measure,gra,Annual growth rate
90.34383569,,2013,2013,UKD,North West,J,J,cvm,Chained Volume Measure,aix,Annual index
-0.639369772,,2013,2013,UKD,North West,K,K,cvm,Chained Volume Measure,gra,Annual growth rate
102.9727115,,2013,2013,UKD,North West,K,K,cvm,Chained Volume Measure,aix,Annual index
95.84798073,,2013,2013,UKD,North West,L,L,cvm,Chained Volume Measure,aix,Annual index
0.859729796,,2013,2013,UKD,North West,L,L,cvm,Chained Volume Measure,gra,Annual growth rate
9.565843104,,2013,2013,UKD,North West,M,M,cvm,Chained Volume Measure,gra,Annual growth rate
98.83860687,,2013,2013,UKD,North West,M,M,cvm,Chained Volume Measure,aix,Annual index
83.32527469,,2013,2013,UKD,North West,N,N,cvm,Chained Volume Measure,aix,Annual index
6.543673605,,2013,2013,UKD,North West,N,N,cvm,Chained Volume Measure,gra,Annual growth rate
107.2481924,,2013,2013,UKD,North West,O,O,cvm,Chained Volume Measure,aix,Annual index
-2.185292789,,2013,2013,UKD,North West,O,O,cvm,Chained Volume Measure,gra,Annual growth rate
98.36562483,,2013,2013,UKD,North West,P,P,cvm,Chained Volume Measure,aix,Annual index
4.336055167,,2013,2013,UKD,North West,P,P,cvm,Chained Volume Measure,gra,Annual growth rate
0.724482818,,2013,2013,UKD,North West,Q,Q,cvm,Chained Volume Measure,gra,Annual growth rate
91.73989697,,2013,2013,UKD,North West,Q,Q,cvm,Chained Volume Measure,aix,Annual index
96.90703404,,2013,2013,UKD,North West,R,R,cvm,Chained Volume Measure,aix,Annual index
-2.499576534,,2013,2013,UKD,North West,R,R,cvm,Chained Volume Measure,gra,Annual growth rate
99.42960572,,2013,2013,UKD,North West,S,S,cvm,Chained Volume Measure,aix,Annual index
0.109603611,,2013,2013,UKD,North West,S,S,cvm,Chained Volume Measure,gra,Annual growth rate
21.30605663,,2013,2013,UKD,North West,T,T,cvm,Chained Volume Measure,gra,Annual growth rate
105.5147565,,2013,2013,UKD,North West,T,T,cvm,Chained Volume Measure,aix,Annual index
97.23227163,,2013,2013,UKE,Yorkshire and The Humber,A,A,cvm,Chained Volume Measure,aix,Annual index
-0.107479565,,2013,2013,UKE,Yorkshire and The Humber,A,A,cvm,Chained Volume Measure,gra,Annual growth rate
95.7898213,,2013,2013,UKE,Yorkshire and The Humber,A--T,A--T,cvm,Chained Volume Measure,aix,Annual index
0.777897244,,2013,2013,UKE,Yorkshire and The Humber,A--T,A--T,cvm,Chained Volume Measure,gra,Annual growth rate
195.7879173,,2013,2013,UKE,Yorkshire and The Humber,B,B,cvm,Chained Volume Measure,aix,Annual index
18.45059082,,2013,2013,UKE,Yorkshire and The Humber,B,B,cvm,Chained Volume Measure,gra,Annual growth rate
98.9292678,,2013,2013,UKE,Yorkshire and The Humber,B--E,B--E,cvm,Chained Volume Measure,aix,Annual index
-3.251358949,,2013,2013,UKE,Yorkshire and The Humber,B--E,B--E,cvm,Chained Volume Measure,gra,Annual growth rate
99.71137223,,2013,2013,UKE,Yorkshire and The Humber,C,C,cvm,Chained Volume Measure,aix,Annual index
-3.50494419,,2013,2013,UKE,Yorkshire and The Humber,C,C,cvm,Chained Volume Measure,gra,Annual growth rate
92.34299943,,2013,2013,UKE,Yorkshire and The Humber,D,D,cvm,Chained Volume Measure,aix,Annual index
-9.049506725,,2013,2013,UKE,Yorkshire and The Humber,D,D,cvm,Chained Volume Measure,gra,Annual growth rate
96.35192104,,2013,2013,UKE,Yorkshire and The Humber,E,E,cvm,Chained Volume Measure,aix,Annual index
3.780980403,,2013,2013,UKE,Yorkshire and The Humber,E,E,cvm,Chained Volume Measure,gra,Annual growth rate
87.11535795,,2013,2013,UKE,Yorkshire and The Humber,F,F,cvm,Chained Volume Measure,aix,Annual index
-0.380475649,,2013,2013,UKE,Yorkshire and The Humber,F,F,cvm,Chained Volume Measure,gra,Annual growth rate
87.05025666,,2013,2013,UKE,Yorkshire and The Humber,G,G,cvm,Chained Volume Measure,aix,Annual index
5.775332249,,2013,2013,UKE,Yorkshire and The Humber,G,G,cvm,Chained Volume Measure,gra,Annual growth rate
95.79306198,,2013,2013,UKE,Yorkshire and The Humber,G--T,G--T,cvm,Chained Volume Measure,aix,Annual index
1.891553116,,2013,2013,UKE,Yorkshire and The Humber,G--T,G--T,cvm,Chained Volume Measure,gra,Annual growth rate
4.149613969,,2013,2013,UKE,Yorkshire and The Humber,H,H,cvm,Chained Volume Measure,gra,Annual growth rate
99.52880211,,2013,2013,UKE,Yorkshire and The Humber,H,H,cvm,Chained Volume Measure,aix,Annual index
-1.252486276,,2013,2013,UKE,Yorkshire and The Humber,I,I,cvm,Chained Volume Measure,gra,Annual growth rate
97.42207201,,2013,2013,UKE,Yorkshire and The Humber,I,I,cvm,Chained Volume Measure,aix,Annual index
93.54632895,,2013,2013,UKE,Yorkshire and The Humber,J,J,cvm,Chained Volume Measure,aix,Annual index
-6.018308022,,2013,2013,UKE,Yorkshire and The Humber,J,J,cvm,Chained Volume Measure,gra,Annual growth rate
105.6279492,,2013,2013,UKE,Yorkshire and The Humber,K,K,cvm,Chained Volume Measure,aix,Annual index
-2.971669417,,2013,2013,UKE,Yorkshire and The Humber,K,K,cvm,Chained Volume Measure,gra,Annual growth rate
-0.618310059,,2013,2013,UKE,Yorkshire and The Humber,L,L,cvm,Chained Volume Measure,gra,Annual growth rate
98.01842477,,2013,2013,UKE,Yorkshire and The Humber,L,L,cvm,Chained Volume Measure,aix,Annual index
88.63639374,,2013,2013,UKE,Yorkshire and The Humber,M,M,cvm,Chained Volume Measure,aix,Annual index
7.798283259,,2013,2013,UKE,Yorkshire and The Humber,M,M,cvm,Chained Volume Measure,gra,Annual growth rate
81.78320024,,2013,2013,UKE,Yorkshire and The Humber,N,N,cvm,Chained Volume Measure,aix,Annual index
11.75680675,,2013,2013,UKE,Yorkshire and The Humber,N,N,cvm,Chained Volume Measure,gra,Annual growth rate
-2.262810146,,2013,2013,UKE,Yorkshire and The Humber,O,O,cvm,Chained Volume Measure,gra,Annual growth rate
116.6000688,,2013,2013,UKE,Yorkshire and The Humber,O,O,cvm,Chained Volume Measure,aix,Annual index
96.6483864,,2013,2013,UKE,Yorkshire and The Humber,P,P,cvm,Chained Volume Measure,aix,Annual index
4.350874597,,2013,2013,UKE,Yorkshire and The Humber,P,P,cvm,Chained Volume Measure,gra,Annual growth rate
0.93721667,,2013,2013,UKE,Yorkshire and The Humber,Q,Q,cvm,Chained Volume Measure,gra,Annual growth rate
97.15926524,,2013,2013,UKE,Yorkshire and The Humber,Q,Q,cvm,Chained Volume Measure,aix,Annual index
-4.038589681,,2013,2013,UKE,Yorkshire and The Humber,R,R,cvm,Chained Volume Measure,gra,Annual growth rate
105.0579468,,2013,2013,UKE,Yorkshire and The Humber,R,R,cvm,Chained Volume Measure,aix,Annual index
-1.42933312,,2013,2013,UKE,Yorkshire and The Humber,S,S,cvm,Chained Volume Measure,gra,Annual growth rate
90.11594624,,2013,2013,UKE,Yorkshire and The Humber,S,S,cvm,Chained Volume Measure,aix,Annual index
40.74455285,,2013,2013,UKE,Yorkshire and The Humber,T,T,cvm,Chained Volume Measure,gra,Annual growth rate
101.1103289,,2013,2013,UKE,Yorkshire and The Humber,T,T,cvm,Chained Volume Measure,aix,Annual index
-4.738376238,,2013,2013,UKF,East Midlands,A,A,cvm,Chained Volume Measure,gra,Annual growth rate
88.69693631,,2013,2013,UKF,East Midlands,A,A,cvm,Chained Volume Measure,aix,Annual index
94.62133579,,2013,2013,UKF,East Midlands,A--T,A--T,cvm,Chained Volume Measure,aix,Annual index
2.318425212,,2013,2013,UKF,East Midlands,A--T,A--T,cvm,Chained Volume Measure,gra,Annual growth rate
29.43097803,,2013,2013,UKF,East Midlands,B,B,cvm,Chained Volume Measure,gra,Annual growth rate
118.5248787,,2013,2013,UKF,East Midlands,B,B,cvm,Chained Volume Measure,aix,Annual index
1.702285251,,2013,2013,UKF,East Midlands,B--E,B--E,cvm,Chained Volume Measure,gra,Annual growth rate
99.92038936,,2013,2013,UKF,East Midlands,B--E,B--E,cvm,Chained Volume Measure,aix,Annual index
100.854517,,2013,2013,UKF,East Midlands,C,C,cvm,Chained Volume Measure,aix,Annual index
0.510471936,,2013,2013,UKF,East Midlands,C,C,cvm,Chained Volume Measure,gra,Annual growth rate
6.64688204,,2013,2013,UKF,East Midlands,D,D,cvm,Chained Volume Measure,gra,Annual growth rate
94.66970181,,2013,2013,UKF,East Midlands,D,D,cvm,Chained Volume Measure,aix,Annual index
0.636666589,,2013,2013,UKF,East Midlands,E,E,cvm,Chained Volume Measure,gra,Annual growth rate
96.70101015,,2013,2013,UKF,East Midlands,E,E,cvm,Chained Volume Measure,aix,Annual index
0.903763672,,2013,2013,UKF,East Midlands,F,F,cvm,Chained Volume Measure,gra,Annual growth rate
83.20729749,,2013,2013,UKF,East Midlands,F,F,cvm,Chained Volume Measure,aix,Annual index
90.55614238,,2013,2013,UKF,East Midlands,G,G,cvm,Chained Volume Measure,aix,Annual index
9.409938006,,2013,2013,UKF,East Midlands,G,G,cvm,Chained Volume Measure,gra,Annual growth rate
2.789018862,,2013,2013,UKF,East Midlands,G--T,G--T,cvm,Chained Volume Measure,gra,Annual growth rate
94.30147748,,2013,2013,UKF,East Midlands,G--T,G--T,cvm,Chained Volume Measure,aix,Annual index
3.436800855,,2013,2013,UKF,East Midlands,H,H,cvm,Chained Volume Measure,gra,Annual growth rate
96.92016766,,2013,2013,UKF,East Midlands,H,H,cvm,Chained Volume Measure,aix,Annual index
0.416484259,,2013,2013,UKF,East Midlands,I,I,cvm,Chained Volume Measure,gra,Annual growth rate
89.49494428,,2013,2013,UKF,East Midlands,I,I,cvm,Chained Volume Measure,aix,Annual index
3.956046624,,2013,2013,UKF,East Midlands,J,J,cvm,Chained Volume Measure,gra,Annual growth rate
93.0191728,,2013,2013,UKF,East Midlands,J,J,cvm,Chained Volume Measure,aix,Annual index
108.4515005,,2013,2013,UKF,East Midlands,K,K,cvm,Chained Volume Measure,aix,Annual index
-5.305034526,,2013,2013,UKF,East Midlands,K,K,cvm,Chained Volume Measure,gra,Annual growth rate
95.97267908,,2013,2013,UKF,East Midlands,L,L,cvm,Chained Volume Measure,aix,Annual index
1.30207611,,2013,2013,UKF,East Midlands,L,L,cvm,Chained Volume Measure,gra,Annual growth rate
83.98289829,,2013,2013,UKF,East Midlands,M,M,cvm,Chained Volume Measure,aix,Annual index
4.394651694,,2013,2013,UKF,East Midlands,M,M,cvm,Chained Volume Measure,gra,Annual growth rate
88.27834551,,2013,2013,UKF,East Midlands,N,N,cvm,Chained Volume Measure,aix,Annual index
7.459469215,,2013,2013,UKF,East Midlands,N,N,cvm,Chained Volume Measure,gra,Annual growth rate
109.1870525,,2013,2013,UKF,East Midlands,O,O,cvm,Chained Volume Measure,aix,Annual index
-4.817326879,,2013,2013,UKF,East Midlands,O,O,cvm,Chained Volume Measure,gra,Annual growth rate
1.035213077,,2013,2013,UKF,East Midlands,P,P,cvm,Chained Volume Measure,gra,Annual growth rate
103.2163966,,2013,2013,UKF,East Midlands,P,P,cvm,Chained Volume Measure,aix,Annual index
92.02126623,,2013,2013,UKF,East Midlands,Q,Q,cvm,Chained Volume Measure,aix,Annual index
1.241447893,,2013,2013,UKF,East Midlands,Q,Q,cvm,Chained Volume Measure,gra,Annual growth rate
-5.298437275,,2013,2013,UKF,East Midlands,R,R,cvm,Chained Volume Measure,gra,Annual growth rate
85.11414908,,2013,2013,UKF,East Midlands,R,R,cvm,Chained Volume Measure,aix,Annual index
96.08378674,,2013,2013,UKF,East Midlands,S,S,cvm,Chained Volume Measure,aix,Annual index
0.097964218,,2013,2013,UKF,East Midlands,S,S,cvm,Chained Volume Measure,gra,Annual growth rate
38.9674748,,2013,2013,UKF,East Midlands,T,T,cvm,Chained Volume Measure,gra,Annual growth rate
87.32255677,,2013,2013,UKF,East Midlands,T,T,cvm,Chained Volume Measure,aix,Annual index
-0.495556592,,2013,2013,UKG,West Midlands,A,A,cvm,Chained Volume Measure,gra,Annual growth rate
89.28363804,,2013,2013,UKG,West Midlands,A,A,cvm,Chained Volume Measure,aix,Annual index
2.361219036,,2013,2013,UKG,West Midlands,A--T,A--T,cvm,Chained Volume Measure,gra,Annual growth rate
91.93394265,,2013,2013,UKG,West Midlands,A--T,A--T,cvm,Chained Volume Measure,aix,Annual index
149.0852697,,2013,2013,UKG,West Midlands,B,B,cvm,Chained Volume Measure,aix,Annual index
-4.461626913,,2013,2013,UKG,West Midlands,B,B,cvm,Chained Volume Measure,gra,Annual growth rate
88.51693146,,2013,2013,UKG,West Midlands,B--E,B--E,cvm,Chained Volume Measure,aix,Annual index
1.060256755,,2013,2013,UKG,West Midlands,B--E,B--E,cvm,Chained Volume Measure,gra,Annual growth rate
0.28183928,,2013,2013,UKG,West Midlands,C,C,cvm,Chained Volume Measure,gra,Annual growth rate
86.14614828,,2013,2013,UKG,West Midlands,C,C,cvm,Chained Volume Measure,aix,Annual index
100.3470834,,2013,2013,UKG,West Midlands,D,D,cvm,Chained Volume Measure,aix,Annual index
3.662937405,,2013,2013,UKG,West Midlands,D,D,cvm,Chained Volume Measure,gra,Annual growth rate
93.4262086,,2013,2013,UKG,West Midlands,E,E,cvm,Chained Volume Measure,aix,Annual index
4.478419622,,2013,2013,UKG,West Midlands,E,E,cvm,Chained Volume Measure,gra,Annual growth rate
2.81262068,,2013,2013,UKG,West Midlands,F,F,cvm,Chained Volume Measure,gra,Annual growth rate
84.15968431,,2013,2013,UKG,West Midlands,F,F,cvm,Chained Volume Measure,aix,Annual index
5.911758047,,2013,2013,UKG,West Midlands,G,G,cvm,Chained Volume Measure,gra,Annual growth rate
86.90950187,,2013,2013,UKG,West Midlands,G,G,cvm,Chained Volume Measure,aix,Annual index
93.6567739,,2013,2013,UKG,West Midlands,G--T,G--T,cvm,Chained Volume Measure,aix,Annual index
2.683247172,,2013,2013,UKG,West Midlands,G--T,G--T,cvm,Chained Volume Measure,gra,Annual growth rate
85.75281377,,2013,2013,UKG,West Midlands,H,H,cvm,Chained Volume Measure,aix,Annual index
3.335767215,,2013,2013,UKG,West Midlands,H,H,cvm,Chained Volume Measure,gra,Annual growth rate
97.15480124,,2013,2013,UKG,West Midlands,I,I,cvm,Chained Volume Measure,aix,Annual index
-4.399047549,,2013,2013,UKG,West Midlands,I,I,cvm,Chained Volume Measure,gra,Annual growth rate
85.63704177,,2013,2013,UKG,West Midlands,J,J,cvm,Chained Volume Measure,aix,Annual index
2.172678726,,2013,2013,UKG,West Midlands,J,J,cvm,Chained Volume Measure,gra,Annual growth rate
-0.148976222,,2013,2013,UKG,West Midlands,K,K,cvm,Chained Volume Measure,gra,Annual growth rate
105.1793961,,2013,2013,UKG,West Midlands,K,K,cvm,Chained Volume Measure,aix,Annual index
93.56732113,,2013,2013,UKG,West Midlands,L,L,cvm,Chained Volume Measure,aix,Annual index
-0.624413408,,2013,2013,UKG,West Midlands,L,L,cvm,Chained Volume Measure,gra,Annual growth rate
5.890085337,,2013,2013,UKG,West Midlands,M,M,cvm,Chained Volume Measure,gra,Annual growth rate
88.4199477,,2013,2013,UKG,West Midlands,M,M,cvm,Chained Volume Measure,aix,Annual index
7.341093408,,2013,2013,UKG,West Midlands,N,N,cvm,Chained Volume Measure,gra,Annual growth rate
84.20849605,,2013,2013,UKG,West Midlands,N,N,cvm,Chained Volume Measure,aix,Annual index
109.4307673,,2013,2013,UKG,West Midlands,O,O,cvm,Chained Volume Measure,aix,Annual index
4.090564528,,2013,2013,UKG,West Midlands,O,O,cvm,Chained Volume Measure,gra,Annual growth rate
-0.515340751,,2013,2013,UKG,West Midlands,P,P,cvm,Chained Volume Measure,gra,Annual growth rate
100.0634863,,2013,2013,UKG,West Midlands,P,P,cvm,Chained Volume Measure,aix,Annual index
102.2028386,,2013,2013,UKG,West Midlands,Q,Q,cvm,Chained Volume Measure,aix,Annual index
3.833999712,,2013,2013,UKG,West Midlands,Q,Q,cvm,Chained Volume Measure,gra,Annual growth rate
9.133219133,,2013,2013,UKG,West Midlands,R,R,cvm,Chained Volume Measure,gra,Annual growth rate
94.50970351,,2013,2013,UKG,West Midlands,R,R,cvm,Chained Volume Measure,aix,Annual index
88.06310187,,2013,2013,UKG,West Midlands,S,S,cvm,Chained Volume Measure,aix,Annual index
5.329193992,,2013,2013,UKG,West Midlands,S,S,cvm,Chained Volume Measure,gra,Annual growth rate
-29.07142116,,2013,2013,UKG,West Midlands,T,T,cvm,Chained Volume Measure,gra,Annual growth rate
119.0762132,,2013,2013,UKG,West Midlands,T,T,cvm,Chained Volume Measure,aix,Annual index
1.29979103,,2013,2013,UKH,East of England,A,A,cvm,Chained Volume Measure,gra,Annual growth rate
102.0311842,,2013,2013,UKH,East of England,A,A,cvm,Chained Volume Measure,aix,Annual index
91.74636437,,2013,2013,UKH,East of England,A--T,A--T,cvm,Chained Volume Measure,aix,Annual index
2.364828855,,2013,2013,UKH,East of England,A--T,A--T,cvm,Chained Volume Measure,gra,Annual growth rate
35.19448914,,2013,2013,UKH,East of England,B,B,cvm,Chained Volume Measure,gra,Annual growth rate
105.9103641,,2013,2013,UKH,East of England,B,B,cvm,Chained Volume Measure,aix,Annual index
97.70386976,,2013,2013,UKH,East of England,B--E,B--E,cvm,Chained Volume Measure,aix,Annual index
-1.103534631,,2013,2013,UKH,East of England,B--E,B--E,cvm,Chained Volume Measure,gra,Annual growth rate
99.82947915,,2013,2013,UKH,East of England,C,C,cvm,Chained Volume Measure,aix,Annual index
-1.206097445,,2013,2013,UKH,East of England,C,C,cvm,Chained Volume Measure,gra,Annual growth rate
-2.86309004,,2013,2013,UKH,East of England,D,D,cvm,Chained Volume Measure,gra,Annual growth rate
95.19948218,,2013,2013,UKH,East of England,D,D,cvm,Chained Volume Measure,aix,Annual index
-1.231805982,,2013,2013,UKH,East of England,E,E,cvm,Chained Volume Measure,gra,Annual growth rate
83.67511943,,2013,2013,UKH,East of England,E,E,cvm,Chained Volume Measure,aix,Annual index
77.89327227,,2013,2013,UKH,East of England,F,F,cvm,Chained Volume Measure,aix,Annual index
2.596085599,,2013,2013,UKH,East of England,F,F,cvm,Chained Volume Measure,gra,Annual growth rate
8.629676424,,2013,2013,UKH,East of England,G,G,cvm,Chained Volume Measure,gra,Annual growth rate
83.9302347,,2013,2013,UKH,East of England,G,G,cvm,Chained Volume Measure,aix,Annual index
3.07019547,,2013,2013,UKH,East of England,G--T,G--T,cvm,Chained Volume Measure,gra,Annual growth rate
92.19401689,,2013,2013,UKH,East of England,G--T,G--T,cvm,Chained Volume Measure,aix,Annual index
0.395974031,,2013,2013,UKH,East of England,H,H,cvm,Chained Volume Measure,gra,Annual growth rate
96.12376038,,2013,2013,UKH,East of England,H,H,cvm,Chained Volume Measure,aix,Annual index
90.4031279,,2013,2013,UKH,East of England,I,I,cvm,Chained Volume Measure,aix,Annual index
-0.77550552,,2013,2013,UKH,East of England,I,I,cvm,Chained Volume Measure,gra,Annual growth rate
6.590468771,,2013,2013,UKH,East of England,J,J,cvm,Chained Volume Measure,gra,Annual growth rate
93.79321037,,2013,2013,UKH,East of England,J,J,cvm,Chained Volume Measure,aix,Annual index
107.5752628,,2013,2013,UKH,East of England,K,K,cvm,Chained Volume Measure,aix,Annual index
1.631591104,,2013,2013,UKH,East of England,K,K,cvm,Chained Volume Measure,gra,Annual growth rate
92.1263937,,2013,2013,UKH,East of England,L,L,cvm,Chained Volume Measure,aix,Annual index
3.195090376,,2013,2013,UKH,East of England,L,L,cvm,Chained Volume Measure,gra,Annual growth rate
86.298336,,2013,2013,UKH,East of England,M,M,cvm,Chained Volume Measure,aix,Annual index
-2.890400347,,2013,2013,UKH,East of England,M,M,cvm,Chained Volume Measure,gra,Annual growth rate
