v4_1,Data Marking,calendar-years,Time,nuts,geography,sic-unofficial,UnofficialStandardIndustrialClassification,type-of-prices,Prices,quarterly-index-and-growth-rate,GrowthRate
-6.4,,2020,2020,UKH,East of England,G,G,cvm,Chained volume measure,gra,Annual growth rate
89.3,,2020,2020,UKH,East of England,G--T,G--T,cvm,Chained volume measure,aix,Annual index
-10.7,,2020,2020,UKH,East of England,G--T,G--T,cvm,Chained volume measure,gra,Annual growth rate
78.2,,2020,2020,UKH,East of England,H,H,cvm,Chained volume measure,aix,Annual index
-21.8,,2020,2020,UKH,East of England,H,H,cvm,Chained volume measure,gra,Annual growth rate
61.9,,2020,2020,UKH,East of England,I,I,cvm,Chained volume measure,aix,Annual index
-38.1,,2020,2020,UKH,East of England,I,I,cvm,Chained volume measure,gra,Annual growth rate
96.7,,2020,2020,UKH,East of England,J,J,cvm,Chained volume measure,aix,Annual index
-3.3,,2020,2020,UKH,East of England,J,J,cvm,Chained volume measure,gra,Annual growth rate
103.2,,2020,2020,UKH,East of England,K,K,cvm,Chained volume measure,aix,Annual index
3.2,,2020,2020,UKH,East of England,K,K,cvm,Chained volume measure,gra,Annual growth rate
93.7,,2020,2020,UKH,East of England,L,L,cvm,Chained volume measure,aix,Annual index
-6.3,,2020,2020,UKH,East of England,L,L,cvm,Chained volume measure,gra,Annual growth rate
83.3,,2020,2020,UKH,East of England,M,M,cvm,Chained volume measure,aix,Annual index
-16.7,,2020,2020,UKH,East of England,M,M,cvm,Chained volume measure,gra,Annual growth rate
87.4,,2020,2020,UKH,East of England,N,N,cvm,Chained volume measure,aix,Annual index
-12.6,,2020,2020,UKH,East of England,N,N,cvm,Chained volume measure,gra,Annual growth rate
99.3,,2020,2020,UKH,East of England,O,O,cvm,Chained volume measure,aix,Annual index
-0.7,,2020,2020,UKH,East of England,O,O,cvm,Chained volume measure,gra,Annual growth rate
87.7,,2020,2020,UKH,East of England,P,P,cvm,Chained volume measure,aix,Annual index
-12.3,,2020,2020,UKH,East of England,P,P,cvm,Chained volume measure,gra,Annual growth rate
84.9,,2020,2020,UKH,East of England,Q,Q,cvm,Chained volume measure,aix,Annual index
-15.1,,2020,2020,UKH,East of England,Q,Q,cvm,Chained volume measure,gra,Annual growth rate
75,,2020,2020,UKH,East of England,R,R,cvm,Chained volume measure,aix,Annual index
-25,,2020,2020,UKH,East of England,R,R,cvm,Chained volume measure,gra,Annual growth rate
82.6,,2020,2020,UKH,East of England,S,S,cvm,Chained volume measure,aix,Annual index
-17.4,,2020,2020,UKH,East of England,S,S,cvm,Chained volume measure,gra,Annual growth rate
76.2,,2020,2020,UKH,East of England,T,T,cvm,Chained volume measure,aix,Annual index
-23.8,,2020,2020,UKH,East of England,T,T,cvm,Chained volume measure,gra,Annual growth rate
109.5,,2020,2020,UKI,London,A,A,cvm,Chained volume measure,aix,Annual index
9.5,,2020,2020,UKI,London,A,A,cvm,Chained volume measure,gra,Annual growth rate
87.7,,2020,2020,UKI,London,A--T,A--T,cvm,Chained volume measure,aix,Annual index
-12.3,,2020,2020,UKI,London,A--T,A--T,cvm,Chained volume measure,gra,Annual growth rate
91.9,,2020,2020,UKI,London,B,B,cvm,Chained volume measure,aix,Annual index
-8.1,,2020,2020,UKI,London,B,B,cvm,Chained volume measure,gra,Annual growth rate
92.8,,2020,2020,UKI,London,B--E,B--E,cvm,Chained volume measure,aix,Annual index
-7.2,,2020,2020,UKI,London,B--E,B--E,cvm,Chained volume measure,gra,Annual growth rate
92.3,,2020,2020,UKI,London,C,C,cvm,Chained volume measure,aix,Annual index
-7.7,,2020,2020,UKI,London,C,C,cvm,Chained volume measure,gra,Annual growth rate
89.8,,2020,2020,UKI,London,D,D,cvm,Chained volume measure,aix,Annual index
-10.2,,2020,2020,UKI,London,D,D,cvm,Chained volume measure,gra,Annual growth rate
99.1,,2020,2020,UKI,London,E,E,cvm,Chained volume measure,aix,Annual index
-0.9,,2020,2020,UKI,London,E,E,cvm,Chained volume measure,gra,Annual growth rate
86.3,,2020,2020,UKI,London,F,F,cvm,Chained volume measure,aix,Annual index
-13.7,,2020,2020,UKI,London,F,F,cvm,Chained volume measure,gra,Annual growth rate
91,,2020,2020,UKI,London,G,G,cvm,Chained volume measure,aix,Annual index
-9,,2020,2020,UKI,London,G,G,cvm,Chained volume measure,gra,Annual growth rate
87.6,,2020,2020,UKI,London,G--T,G--T,cvm,Chained volume measure,aix,Annual index
-12.4,,2020,2020,UKI,London,G--T,G--T,cvm,Chained volume measure,gra,Annual growth rate
56.2,,2020,2020,UKI,London,H,H,cvm,Chained volume measure,aix,Annual index
-43.8,,2020,2020,UKI,London,H,H,cvm,Chained volume measure,gra,Annual growth rate
51,,2020,2020,UKI,London,I,I,cvm,Chained volume measure,aix,Annual index
-49,,2020,2020,UKI,London,I,I,cvm,Chained volume measure,gra,Annual growth rate
102.3,,2020,2020,UKI,London,J,J,cvm,Chained volume measure,aix,Annual index
2.3,,2020,2020,UKI,London,J,J,cvm,Chained volume measure,gra,Annual growth rate
95.1,,2020,2020,UKI,London,K,K,cvm,Chained volume measure,aix,Annual index
-4.9,,2020,2020,UKI,London,K,K,cvm,Chained volume measure,gra,Annual growth rate
83.7,,2020,2020,UKI,London,L,L,cvm,Chained volume measure,aix,Annual index
-16.3,,2020,2020,UKI,London,L,L,cvm,Chained volume measure,gra,Annual growth rate
94.2,,2020,2020,UKI,London,M,M,cvm,Chained volume measure,aix,Annual index
-5.8,,2020,2020,UKI,London,M,M,cvm,Chained volume measure,gra,Annual growth rate
81.6,,2020,2020,UKI,London,N,N,cvm,Chained volume measure,aix,Annual index
-18.4,,2020,2020,UKI,London,N,N,cvm,Chained volume measure,gra,Annual growth rate
97.2,,2020,2020,UKI,London,O,O,cvm,Chained volume measure,aix,Annual index
-2.8,,2020,2020,UKI,London,O,O,cvm,Chained volume measure,gra,Annual growth rate
81.5,,2020,2020,UKI,London,P,P,cvm,Chained volume measure,aix,Annual index
-18.5,,2020,2020,UKI,London,P,P,cvm,Chained volume measure,gra,Annual growth rate
81.3,,2020,2020,UKI,London,Q,Q,cvm,Chained volume measure,aix,Annual index
-18.7,,2020,2020,UKI,London,Q,Q,cvm,Chained volume measure,gra,Annual growth rate
72.9,,2020,2020,UKI,London,R,R,cvm,Chained volume measure,aix,Annual index
-27.1,,2020,2020,UKI,London,R,R,cvm,Chained volume measure,gra,Annual growth rate
83.9,,2020,2020,UKI,London,S,S,cvm,Chained volume measure,aix,Annual index
-16.1,,2020,2020,UKI,London,S,S,cvm,Chained volume measure,gra,Annual growth rate
76.2,,2020,2020,UKI,London,T,T,cvm,Chained volume measure,aix,Annual index
-23.8,,2020,2020,UKI,London,T,T,cvm,Chained volume measure,gra,Annual growth rate
94.1,,2020,2020,UKJ,South East,A,A,cvm,Chained volume measure,aix,Annual index
-5.9,,2020,2020,UKJ,South East,A,A,cvm,Chained volume measure,gra,Annual growth rate
87.3,,2020,2020,UKJ,South East,A--T,A--T,cvm,Chained volume measure,aix,Annual index
-12.7,,2020,2020,UKJ,South East,A--T,A--T,cvm,Chained volume measure,gra,Annual growth rate
97,,2020,2020,UKJ,South East,B,B,cvm,Chained volume measure,aix,Annual index
-3,,2020,2020,UKJ,South East,B,B,cvm,Chained volume measure,gra,Annual growth rate
87.8,,2020,2020,UKJ,South East,B--E,B--E,cvm,Chained volume measure,aix,Annual index
-12.2,,2020,2020,UKJ,South East,B--E,B--E,cvm,Chained volume measure,gra,Annual growth rate
87.5,,2020,2020,UKJ,South East,C,C,cvm,Chained volume measure,aix,Annual index
-12.5,,2020,2020,UKJ,South East,C,C,cvm,Chained volume measure,gra,Annual growth rate
90.3,,2020,2020,UKJ,South East,D,D,cvm,Chained volume measure,aix,Annual index
-9.7,,2020,2020,UKJ,South East,D,D,cvm,Chained volume measure,gra,Annual growth rate
86.6,,2020,2020,UKJ,South East,E,E,cvm,Chained volume measure,aix,Annual index
-13.4,,2020,2020,UKJ,South East,E,E,cvm,Chained volume measure,gra,Annual growth rate
81.6,,2020,2020,UKJ,South East,F,F,cvm,Chained volume measure,aix,Annual index
-18.4,,2020,2020,UKJ,South East,F,F,cvm,Chained volume measure,gra,Annual growth rate
92.8,,2020,2020,UKJ,South East,G,G,cvm,Chained volume measure,aix,Annual index
-7.2,,2020,2020,UKJ,South East,G,G,cvm,Chained volume measure,gra,Annual growth rate
87.6,,2020,2020,UKJ,South East,G--T,G--T,cvm,Chained volume measure,aix,Annual index
-12.4,,2020,2020,UKJ,South East,G--T,G--T,cvm,Chained volume measure,gra,Annual growth rate
63.1,,2020,2020,UKJ,South East,H,H,cvm,Chained volume measure,aix,Annual index
-36.9,,2020,2020,UKJ,South East,H,H,cvm,Chained volume measure,gra,Annual growth rate
60.2,,2020,2020,UKJ,South East,I,I,cvm,Chained volume measure,aix,Annual index
-39.8,,2020,2020,UKJ,South East,I,I,cvm,Chained volume measure,gra,Annual growth rate
101.2,,2020,2020,UKJ,South East,J,J,cvm,Chained volume measure,aix,Annual index
1.2,,2020,2020,UKJ,South East,J,J,cvm,Chained volume measure,gra,Annual growth rate
94.8,,2020,2020,UKJ,South East,K,K,cvm,Chained volume measure,aix,Annual index
-5.2,,2020,2020,UKJ,South East,K,K,cvm,Chained volume measure,gra,Annual growth rate
92.6,,2020,2020,UKJ,South East,L,L,cvm,Chained volume measure,aix,Annual index
-7.4,,2020,2020,UKJ,South East,L,L,cvm,Chained volume measure,gra,Annual growth rate
86.1,,2020,2020,UKJ,South East,M,M,cvm,Chained volume measure,aix,Annual index
-13.9,,2020,2020,UKJ,South East,M,M,cvm,Chained volume measure,gra,Annual growth rate
83,,2020,2020,UKJ,South East,N,N,cvm,Chained volume measure,aix,Annual index
-17,,2020,2020,UKJ,South East,N,N,cvm,Chained volume measure,gra,Annual growth rate
98.9,,2020,2020,UKJ,South East,O,O,cvm,Chained volume measure,aix,Annual index
-1.1,,2020,2020,UKJ,South East,O,O,cvm,Chained volume measure,gra,Annual growth rate
77.6,,2020,2020,UKJ,South East,P,P,cvm,Chained volume measure,aix,Annual index
-22.4,,2020,2020,UKJ,South East,P,P,cvm,Chained volume measure,gra,Annual growth rate
84,,2020,2020,UKJ,South East,Q,Q,cvm,Chained volume measure,aix,Annual index
-16,,2020,2020,UKJ,South East,Q,Q,cvm,Chained volume measure,gra,Annual growth rate
73.4,,2020,2020,UKJ,South East,R,R,cvm,Chained volume measure,aix,Annual index
-26.6,,2020,2020,UKJ,South East,R,R,cvm,Chained volume measure,gra,Annual growth rate
80.1,,2020,2020,UKJ,South East,S,S,cvm,Chained volume measure,aix,Annual index
-19.9,,2020,2020,UKJ,South East,S,S,cvm,Chained volume measure,gra,Annual growth rate
84.6,,2020,2020,UKJ,South East,T,T,cvm,Chained volume measure,aix,Annual index
-15.4,,2020,2020,UKJ,South East,T,T,cvm,Chained volume measure,gra,Annual growth rate
94,,2020,2020,UKK,South West,A,A,cvm,Chained volume measure,aix,Annual index
-6,,2020,2020,UKK,South West,A,A,cvm,Chained volume measure,gra,Annual growth rate
90.5,,2020,2020,UKK,South West,A--T,A--T,cvm,Chained volume measure,aix,Annual index
-9.5,,2020,2020,UKK,South West,A--T,A--T,cvm,Chained volume measure,gra,Annual growth rate
98.4,,2020,2020,UKK,South West,B,B,cvm,Chained volume measure,aix,Annual index
-1.6,,2020,2020,UKK,South West,B,B,cvm,Chained volume measure,gra,Annual growth rate
92.5,,2020,2020,UKK,South West,B--E,B--E,cvm,Chained volume measure,aix,Annual index
-7.5,,2020,2020,UKK,South West,B--E,B--E,cvm,Chained volume measure,gra,Annual growth rate
94,,2020,2020,UKK,South West,C,C,cvm,Chained volume measure,aix,Annual index
-6,,2020,2020,UKK,South West,C,C,cvm,Chained volume measure,gra,Annual growth rate
90.2,,2020,2020,UKK,South West,D,D,cvm,Chained volume measure,aix,Annual index
-9.8,,2020,2020,UKK,South West,D,D,cvm,Chained volume measure,gra,Annual growth rate
83.9,,2020,2020,UKK,South West,E,E,cvm,Chained volume measure,aix,Annual index
-16.1,,2020,2020,UKK,South West,E,E,cvm,Chained volume measure,gra,Annual growth rate
81.6,,2020,2020,UKK,South West,F,F,cvm,Chained volume measure,aix,Annual index
-18.4,,2020,2020,UKK,South West,F,F,cvm,Chained volume measure,gra,Annual growth rate
91.9,,2020,2020,UKK,South West,G,G,cvm,Chained volume measure,aix,Annual index
-8.1,,2020,2020,UKK,South West,G,G,cvm,Chained volume measure,gra,Annual growth rate
90.8,,2020,2020,UKK,South West,G--T,G--T,cvm,Chained volume measure,aix,Annual index
-9.2,,2020,2020,UKK,South West,G--T,G--T,cvm,Chained volume measure,gra,Annual growth rate
76.7,,2020,2020,UKK,South West,H,H,cvm,Chained volume measure,aix,Annual index
-23.3,,2020,2020,UKK,South West,H,H,cvm,Chained volume measure,gra,Annual growth rate
64.5,,2020,2020,UKK,South West,I,I,cvm,Chained volume measure,aix,Annual index
-35.5,,2020,2020,UKK,South West,I,I,cvm,Chained volume measure,gra,Annual growth rate
99.1,,2020,2020,UKK,South West,J,J,cvm,Chained volume measure,aix,Annual index
-0.9,,2020,2020,UKK,South West,J,J,cvm,Chained volume measure,gra,Annual growth rate
99.7,,2020,2020,UKK,South West,K,K,cvm,Chained volume measure,aix,Annual index
-0.3,,2020,2020,UKK,South West,K,K,cvm,Chained volume measure,gra,Annual growth rate
96.1,,2020,2020,UKK,South West,L,L,cvm,Chained volume measure,aix,Annual index
-3.9,,2020,2020,UKK,South West,L,L,cvm,Chained volume measure,gra,Annual growth rate
89.4,,2020,2020,UKK,South West,M,M,cvm,Chained volume measure,aix,Annual index
-10.6,,2020,2020,UKK,South West,M,M,cvm,Chained volume measure,gra,Annual growth rate
104.6,,2020,2020,UKK,South West,N,N,cvm,Chained volume measure,aix,Annual index
4.6,,2020,2020,UKK,South West,N,N,cvm,Chained volume measure,gra,Annual growth rate
98.1,,2020,2020,UKK,South West,O,O,cvm,Chained volume measure,aix,Annual index
-1.9,,2020,2020,UKK,South West,O,O,cvm,Chained volume measure,gra,Annual growth rate
83.6,,2020,2020,UKK,South West,P,P,cvm,Chained volume measure,aix,Annual index
-16.4,,2020,2020,UKK,South West,P,P,cvm,Chained volume measure,gra,Annual growth rate
83.2,,2020,2020,UKK,South West,Q,Q,cvm,Chained volume measure,aix,Annual index
-16.8,,2020,2020,UKK,South West,Q,Q,cvm,Chained volume measure,gra,Annual growth rate
74.1,,2020,2020,UKK,South West,R,R,cvm,Chained volume measure,aix,Annual index
-25.9,,2020,2020,UKK,South West,R,R,cvm,Chained volume measure,gra,Annual growth rate
83.1,,2020,2020,UKK,South West,S,S,cvm,Chained volume measure,aix,Annual index
-16.9,,2020,2020,UKK,South West,S,S,cvm,Chained volume measure,gra,Annual growth rate
78.7,,2020,2020,UKK,South West,T,T,cvm,Chained volume measure,aix,Annual index
-21.3,,2020,2020,UKK,South West,T,T,cvm,Chained volume measure,gra,Annual growth rate
95.3,,2020,2020,UKL,Wales,A,A,cvm,Chained volume measure,aix,Annual index
-4.7,,2020,2020,UKL,Wales,A,A,cvm,Chained volume measure,gra,Annual growth rate
89.5,,2020,2020,UKL,Wales,A--T,A--T,cvm,Chained volume measure,aix,Annual index
-10.5,,2020,2020,UKL,Wales,A--T,A--T,cvm,Chained volume measure,gra,Annual growth rate
88,,2020,2020,UKL,Wales,B,B,cvm,Chained volume measure,aix,Annual index
-12,,2020,2020,UKL,Wales,B,B,cvm,Chained volume measure,gra,Annual growth rate
90.5,,2020,2020,UKL,Wales,B--E,B--E,cvm,Chained volume measure,aix,Annual index
-9.5,,2020,2020,UKL,Wales,B--E,B--E,cvm,Chained volume measure,gra,Annual growth rate
90.1,,2020,2020,UKL,Wales,C,C,cvm,Chained volume measure,aix,Annual index
-9.9,,2020,2020,UKL,Wales,C,C,cvm,Chained volume measure,gra,Annual growth rate
91.9,,2020,2020,UKL,Wales,D,D,cvm,Chained volume measure,aix,Annual index
-8.1,,2020,2020,UKL,Wales,D,D,cvm,Chained volume measure,gra,Annual growth rate
92.9,,2020,2020,UKL,Wales,E,E,cvm,Chained volume measure,aix,Annual index
-7.1,,2020,2020,UKL,Wales,E,E,cvm,Chained volume measure,gra,Annual growth rate
75,,2020,2020,UKL,Wales,F,F,cvm,Chained volume measure,aix,Annual index
-25,,2020,2020,UKL,Wales,F,F,cvm,Chained volume measure,gra,Annual growth rate
91.4,,2020,2020,UKL,Wales,G,G,cvm,Chained volume measure,aix,Annual index
-8.6,,2020,2020,UKL,Wales,G,G,cvm,Chained volume measure,gra,Annual growth rate
90.4,,2020,2020,UKL,Wales,G--T,G--T,cvm,Chained volume measure,aix,Annual index
-9.6,,2020,2020,UKL,Wales,G--T,G--T,cvm,Chained volume measure,gra,Annual growth rate
78.1,,2020,2020,UKL,Wales,H,H,cvm,Chained volume measure,aix,Annual index
-21.9,,2020,2020,UKL,Wales,H,H,cvm,Chained volume measure,gra,Annual growth rate
64.5,,2020,2020,UKL,Wales,I,I,cvm,Chained volume measure,aix,Annual index
-35.5,,2020,2020,UKL,Wales,I,I,cvm,Chained volume measure,gra,Annual growth rate
99.4,,2020,2020,UKL,Wales,J,J,cvm,Chained volume measure,aix,Annual index
-0.6,,2020,2020,UKL,Wales,J,J,cvm,Chained volume measure,gra,Annual growth rate
99.4,,2020,2020,UKL,Wales,K,K,cvm,Chained volume measure,aix,Annual index
-0.6,,2020,2020,UKL,Wales,K,K,cvm,Chained volume measure,gra,Annual growth rate
102.3,,2020,2020,UKL,Wales,L,L,cvm,Chained volume measure,aix,Annual index
2.3,,2020,2020,UKL,Wales,L,L,cvm,Chained volume measure,gra,Annual growth rate
85.3,,2020,2020,UKL,Wales,M,M,cvm,Chained volume measure,aix,Annual index
-14.7,,2020,2020,UKL,Wales,M,M,cvm,Chained volume measure,gra,Annual growth rate
84.1,,2020,2020,UKL,Wales,N,N,cvm,Chained volume measure,aix,Annual index
-15.9,,2020,2020,UKL,Wales,N,N,cvm,Chained volume measure,gra,Annual growth rate
101.7,,2020,2020,UKL,Wales,O,O,cvm,Chained volume measure,aix,Annual index
1.7,,2020,2020,UKL,Wales,O,O,cvm,Chained volume measure,gra,Annual growth rate
78.6,,2020,2020,UKL,Wales,P,P,cvm,Chained volume measure,aix,Annual index
-21.4,,2020,2020,UKL,Wales,P,P,cvm,Chained volume measure,gra,Annual growth rate
87.3,,2020,2020,UKL,Wales,Q,Q,cvm,Chained volume measure,aix,Annual index
-12.7,,2020,2020,UKL,Wales,Q,Q,cvm,Chained volume measure,gra,Annual growth rate
68.5,,2020,2020,UKL,Wales,R,R,cvm,Chained volume measure,aix,Annual index
-31.5,,2020,2020,UKL,Wales,R,R,cvm,Chained volume measure,gra,Annual growth rate
86.7,,2020,2020,UKL,Wales,S,S,cvm,Chained volume measure,aix,Annual index
-13.3,,2020,2020,UKL,Wales,S,S,cvm,Chained volume measure,gra,Annual growth rate
74.2,,2020,2020,UKL,Wales,T,T,cvm,Chained volume measure,aix,Annual index
-25.8,,2020,2020,UKL,Wales,T,T,cvm,Chained volume measure,gra,Annual growth rate
,.,2020,2020,UKZ,Extra-regio,A,A,cvm,Chained volume measure,aix,Annual index
,.,2020,2020,UKZ,Extra-regio,A,A,cvm,Chained volume measure,gra,Annual growth rate
90.2,,2020,2020,UKZ,Extra-regio,A--T,A--T,cvm,Chained volume measure,aix,Annual index
-9.8,,2020,2020,UKZ,Extra-regio,A--T,A--T,cvm,Chained volume measure,gra,Annual growth rate
88.8,,2020,2020,UKZ,Extra-regio,B,B,cvm,Chained volume measure,aix,Annual index
-11.2,,2020,2020,UKZ,Extra-regio,B,B,cvm,Chained volume measure,gra,Annual growth rate
88.8,,2020,2020,UKZ,Extra-regio,B--E,B--E,cvm,Chained volume measure,aix,Annual index
-11.2,,2020,2020,UKZ,Extra-regio,B--E,B--E,cvm,Chained volume measure,gra,Annual growth rate
,.,2020,2020,UKZ,Extra-regio,C,C,cvm,Chained volume measure,aix,Annual index
,.,2020,2020,UKZ,Extra-regio,C,C,cvm,Chained volume measure,gra,Annual growth rate
,.,2020,2020,UKZ,Extra-regio,D,D,cvm,Chained volume measure,aix,Annual index
,.,2020,2020,UKZ,Extra-regio,D,D,cvm,Chained volume measure,gra,Annual growth rate
,.,2020,2020,UKZ,Extra-regio,E,E,cvm,Chained volume measure,aix,Annual index
,.,2020,2020,UKZ,Extra-regio,E,E,cvm,Chained volume measure,gra,Annual growth rate
,.,2020,2020,UKZ,Extra-regio,F,F,cvm,Chained volume measure,aix,Annual index
,.,2020,2020,UKZ,Extra-regio,F,F,cvm,Chained volume measure,gra,Annual growth rate
,.,2020,2020,UKZ,Extra-regio,G,G,cvm,Chained volume measure,aix,Annual index
,.,2020,2020,UKZ,Extra-regio,G,G,cvm,Chained volume measure,gra,Annual growth rate
105.2,,2020,2020,UKZ,Extra-regio,G--T,G--T,cvm,Chained volume measure,aix,Annual index
5.2,,2020,2020,UKZ,Extra-regio,G--T,G--T,cvm,Chained volume measure,gra,Annual growth rate
,.,2020,2020,UKZ,Extra-regio,H,H,cvm,Chained volume measure,aix,Annual index
,.,2020,2020,UKZ,Extra-regio,H,H,cvm,Chained volume measure,gra,Annual growth rate
,.,2020,2020,UKZ,Extra-regio,I,I,cvm,Chained volume measure,aix,Annual index
,.,2020,2020,UKZ,Extra-regio,I,I,cvm,Chained volume measure,gra,Annual growth rate
,.,2020,2020,UKZ,Extra-regio,J,J,cvm,Chained volume measure,aix,Annual index
,.,2020,2020,UKZ,Extra-regio,J,J,cvm,Chained volume measure,gra,Annual growth rate
,.,2020,2020,UKZ,Extra-regio,K,K,cvm,Chained volume measure,aix,Annual index
,.,2020,2020,UKZ,Extra-regio,K,K,cvm,Chained volume measure,gra,Annual growth rate
,.,2020,2020,UKZ,Extra-regio,L,L,cvm,Chained volume measure,aix,Annual index
,.,2020,2020,UKZ,Extra-regio,L,L,cvm,Chained volume measure,gra,Annual growth rate
,.,2020,2020,UKZ,Extra-regio,M,M,cvm,Chained volume measure,aix,Annual index
,.,2020,2020,UKZ,Extra-regio,M,M,cvm,Chained volume measure,gra,Annual growth rate
,.,2020,2020,UKZ,Extra-regio,N,N,cvm,Chained volume measure,aix,Annual index
,.,2020,2020,UKZ,Extra-regio,N,N,cvm,Chained volume measure,gra,Annual growth rate
105.2,,2020,2020,UKZ,Extra-regio,O,O,cvm,Chained volume measure,aix,Annual index
5.2,,2020,2020,UKZ,Extra-regio,O,O,cvm,Chained volume measure,gra,Annual growth rate
,.,2020,2020,UKZ,Extra-regio,P,P,cvm,Chained volume measure,aix,Annual index
,.,2020,2020,UKZ,Extra-regio,P,P,cvm,Chained volume measure,gra,Annual growth rate
,.,2020,2020,UKZ,Extra-regio,Q,Q,cvm,Chained volume measure,aix,Annual index
,.,2020,2020,UKZ,Extra-regio,Q,Q,cvm,Chained volume measure,gra,Annual growth rate
,.,2020,2020,UKZ,Extra-regio,R,R,cvm,Chained volume measure,aix,Annual index
,.,2020,2020,UKZ,Extra-regio,R,R,cvm,Chained volume measure,gra,Annual growth rate
,.,2020,2020,UKZ,Extra-regio,S,S,cvm,Chained volume measure,aix,Annual index
,.,2020,2020,UKZ,Extra-regio,S,S,cvm,Chained volume measure,gra,Annual growth rate
,.,2020,2020,UKZ,Extra-regio,T,T,cvm,Chained volume measure,aix,Annual index
,.,2020,2020,UKZ,Extra-regio,T,T,cvm,Chained volume measure,gra,Annual growth rate
99.3,,2021,2021,UK0,England,A,A,cvm,Chained volume measure,aix,Annual index
4.9,,2021,2021,UK0,England,A,A,cvm,Chained volume measure,gra,Annual growth rate
95.5,,2021,2021,UK0,England,A--T,A--T,cvm,Chained volume measure,aix,Annual index
7.7,,2021,2021,UK0,England,A--T,A--T,cvm,Chained volume measure,gra,Annual growth rate
110.1,,2021,2021,UK0,England,B,B,cvm,Chained volume measure,aix,Annual index
12.1,,2021,2021,UK0,England,B,B,cvm,Chained volume measure,gra,Annual growth rate
96.5,,2021,2021,UK0,England,B--E,B--E,cvm,Chained volume measure,aix,Annual index
5.9,,2021,2021,UK0,England,B--E,B--E,cvm,Chained volume measure,gra,Annual growth rate
96.2,,2021,2021,UK0,England,C,C,cvm,Chained volume measure,aix,Annual index
6.6,,2021,2021,UK0,England,C,C,cvm,Chained volume measure,gra,Annual growth rate
94.9,,2021,2021,UK0,England,D,D,cvm,Chained volume measure,aix,Annual index
1.5,,2021,2021,UK0,England,D,D,cvm,Chained volume measure,gra,Annual growth rate
99.3,,2021,2021,UK0,England,E,E,cvm,Chained volume measure,aix,Annual index
5.6,,2021,2021,UK0,England,E,E,cvm,Chained volume measure,gra,Annual growth rate
94.1,,2021,2021,UK0,England,F,F,cvm,Chained volume measure,aix,Annual index
14,,2021,2021,UK0,England,F,F,cvm,Chained volume measure,gra,Annual growth rate
100.6,,2021,2021,UK0,England,G,G,cvm,Chained volume measure,aix,Annual index
9.3,,2021,2021,UK0,England,G,G,cvm,Chained volume measure,gra,Annual growth rate
95.4,,2021,2021,UK0,England,G--T,G--T,cvm,Chained volume measure,aix,Annual index
7.6,,2021,2021,UK0,England,G--T,G--T,cvm,Chained volume measure,gra,Annual growth rate
71.1,,2021,2021,UK0,England,H,H,cvm,Chained volume measure,aix,Annual index
1,,2021,2021,UK0,England,H,H,cvm,Chained volume measure,gra,Annual growth rate
76.3,,2021,2021,UK0,England,I,I,cvm,Chained volume measure,aix,Annual index
30.3,,2021,2021,UK0,England,I,I,cvm,Chained volume measure,gra,Annual growth rate
107.4,,2021,2021,UK0,England,J,J,cvm,Chained volume measure,aix,Annual index
6.5,,2021,2021,UK0,England,J,J,cvm,Chained volume measure,gra,Annual growth rate
98.9,,2021,2021,UK0,England,K,K,cvm,Chained volume measure,aix,Annual index
2.6,,2021,2021,UK0,England,K,K,cvm,Chained volume measure,gra,Annual growth rate
92.6,,2021,2021,UK0,England,L,L,cvm,Chained volume measure,aix,Annual index
-0.2,,2021,2021,UK0,England,L,L,cvm,Chained volume measure,gra,Annual growth rate
98.1,,2021,2021,UK0,England,M,M,cvm,Chained volume measure,aix,Annual index
8.6,,2021,2021,UK0,England,M,M,cvm,Chained volume measure,gra,Annual growth rate
98.6,,2021,2021,UK0,England,N,N,cvm,Chained volume measure,aix,Annual index
13,,2021,2021,UK0,England,N,N,cvm,Chained volume measure,gra,Annual growth rate
105.9,,2021,2021,UK0,England,O,O,cvm,Chained volume measure,aix,Annual index
7.2,,2021,2021,UK0,England,O,O,cvm,Chained volume measure,gra,Annual growth rate
92.1,,2021,2021,UK0,England,P,P,cvm,Chained volume measure,aix,Annual index
13.6,,2021,2021,UK0,England,P,P,cvm,Chained volume measure,gra,Annual growth rate
97.4,,2021,2021,UK0,England,Q,Q,cvm,Chained volume measure,aix,Annual index
17,,2021,2021,UK0,England,Q,Q,cvm,Chained volume measure,gra,Annual growth rate
86.6,,2021,2021,UK0,England,R,R,cvm,Chained volume measure,aix,Annual index
17.9,,2021,2021,UK0,England,R,R,cvm,Chained volume measure,gra,Annual growth rate
78,,2021,2021,UK0,England,S,S,cvm,Chained volume measure,aix,Annual index
-5.9,,2021,2021,UK0,England,S,S,cvm,Chained volume measure,gra,Annual growth rate
74,,2021,2021,UK0,England,T,T,cvm,Chained volume measure,aix,Annual index
-4.9,,2021,2021,UK0,England,T,T,cvm,Chained volume measure,gra,Annual growth rate
96.5,,2021,2021,UKC,North East,A,A,cvm,Chained volume measure,aix,Annual index
5.2,,2021,2021,UKC,North East,A,A,cvm,Chained volume measure,gra,Annual growth rate
96.5,,2021,2021,UKC,North East,A--T,A--T,cvm,Chained volume measure,aix,Annual index
9.9,,2021,2021,UKC,North East,A--T,A--T,cvm,Chained volume measure,gra,Annual growth rate
101.9,,2021,2021,UKC,North East,B,B,cvm,Chained volume measure,aix,Annual index
