FeatureCode,DateCode,Measurement,Units,Value
E01027840,2007,IMD rank,ordinal-position,9540
E01027627,2007,IMD rank,ordinal-position,23411
E01031694,2007,IMD rank,ordinal-position,29549
E01026144,2007,IMD rank,ordinal-position,16441
E01009534,2007,IMD rank,ordinal-position,6164
E01001551,2007,IMD rank,ordinal-position,5701
E01001338,2007,IMD rank,ordinal-position,7095
E01032304,2007,IMD rank,ordinal-position,4120
E01008051,2007,IMD rank,ordinal-position,11073
E01012813,2007,IMD rank,ordinal-position,22946
E01024863,2007,IMD rank,ordinal-position,3972
E01011330,2007,IMD rank,ordinal-position,9386
E01023380,2007,IMD rank,ordinal-position,31198
E01006770,2007,IMD rank,ordinal-position,861
E01011117,2007,IMD rank,ordinal-position,26782
E01023167,2007,IMD rank,ordinal-position,24598
E01006557,2007,IMD rank,ordinal-position,6509
E01005074,2007,IMD rank,ordinal-position,2555
E01019430,2007,IMD rank,ordinal-position,24270
E01029869,2007,IMD rank,ordinal-position,15037
E01021886,2007,IMD rank,ordinal-position,22281
E01019217,2007,IMD rank,ordinal-position,11903
E01028386,2007,IMD rank,ordinal-position,24987
E01003793,2007,IMD rank,ordinal-position,8595
E01017936,2007,IMD rank,ordinal-position,31093
E01000699,2007,IMD rank,ordinal-position,11022
E01021013,2007,IMD rank,ordinal-position,10683
E01002097,2007,IMD rank,ordinal-position,1816
E01004403,2007,IMD rank,ordinal-position,7271
E01016453,2007,IMD rank,ordinal-position,12224
E01013572,2007,IMD rank,ordinal-position,9805
E01013359,2007,IMD rank,ordinal-position,12681
E01027715,2007,IMD rank,ordinal-position,31307
E01008799,2007,IMD rank,ordinal-position,20734
E01031782,2007,IMD rank,ordinal-position,19073
E01031569,2007,IMD rank,ordinal-position,13956
E01002909,2007,IMD rank,ordinal-position,5180
E01026232,2007,IMD rank,ordinal-position,15358
E01009622,2007,IMD rank,ordinal-position,3898
E01030086,2007,IMD rank,ordinal-position,23363
E01026019,2007,IMD rank,ordinal-position,10100
E01009409,2007,IMD rank,ordinal-position,5105
E01001426,2007,IMD rank,ordinal-position,3671
E01010595,2007,IMD rank,ordinal-position,10002
E01012901,2007,IMD rank,ordinal-position,12717
E01024951,2007,IMD rank,ordinal-position,3783
E01024738,2007,IMD rank,ordinal-position,21082
E01011205,2007,IMD rank,ordinal-position,25055
E01023255,2007,IMD rank,ordinal-position,21797
E01006645,2007,IMD rank,ordinal-position,266
E01018695,2007,IMD rank,ordinal-position,26374
E01005162,2007,IMD rank,ordinal-position,7243
E01029957,2007,IMD rank,ordinal-position,24850
E01021974,2007,IMD rank,ordinal-position,10145
E01019305,2007,IMD rank,ordinal-position,14289
E01028474,2007,IMD rank,ordinal-position,22087
E01020491,2007,IMD rank,ordinal-position,26182
E01003881,2007,IMD rank,ordinal-position,31152
E01020278,2007,IMD rank,ordinal-position,12771
E01003668,2007,IMD rank,ordinal-position,20095
E01000787,2007,IMD rank,ordinal-position,13250
E01021101,2007,IMD rank,ordinal-position,14528
E01002185,2007,IMD rank,ordinal-position,7216
E01016541,2007,IMD rank,ordinal-position,31181
E01013660,2007,IMD rank,ordinal-position,6341
E01016328,2007,IMD rank,ordinal-position,22844
E01027803,2007,IMD rank,ordinal-position,11873
E01013447,2007,IMD rank,ordinal-position,7337
E01025497,2007,IMD rank,ordinal-position,27087
E01008887,2007,IMD rank,ordinal-position,3723
E01031870,2007,IMD rank,ordinal-position,29567
E01031657,2007,IMD rank,ordinal-position,19574
E01026320,2007,IMD rank,ordinal-position,26739
E01009710,2007,IMD rank,ordinal-position,18317
E01030174,2007,IMD rank,ordinal-position,19806
E01026107,2007,IMD rank,ordinal-position,16241
E01001514,2007,IMD rank,ordinal-position,10441
E01010683,2007,IMD rank,ordinal-position,28486
E01008014,2007,IMD rank,ordinal-position,3696
E01024826,2007,IMD rank,ordinal-position,24938
E01023343,2007,IMD rank,ordinal-position,5929
E01006733,2007,IMD rank,ordinal-position,2659
E01018783,2007,IMD rank,ordinal-position,16403
E01005250,2007,IMD rank,ordinal-position,1329
E01015689,2007,IMD rank,ordinal-position,30040
E01005037,2007,IMD rank,ordinal-position,20528
E01017087,2007,IMD rank,ordinal-position,13046
E01021849,2007,IMD rank,ordinal-position,11277
E01028562,2007,IMD rank,ordinal-position,17814
E01028349,2007,IMD rank,ordinal-position,21496
E01020366,2007,IMD rank,ordinal-position,27465
E01003756,2007,IMD rank,ordinal-position,12422
E01002273,2007,IMD rank,ordinal-position,23883
E01016416,2007,IMD rank,ordinal-position,16557
E01025585,2007,IMD rank,ordinal-position,19012
E01013535,2007,IMD rank,ordinal-position,1348
E01008975,2007,IMD rank,ordinal-position,13987
E01000992,2007,IMD rank,ordinal-position,4646
E01000002,2007,IMD rank,ordinal-position,31243
E01012052,2007,IMD rank,ordinal-position,13526
E01031745,2007,IMD rank,ordinal-position,31805
E01007492,2007,IMD rank,ordinal-position,3296
E01030262,2007,IMD rank,ordinal-position,7625
E01007279,2007,IMD rank,ordinal-position,22099
E01001602,2007,IMD rank,ordinal-position,6087
E01030049,2007,IMD rank,ordinal-position,26390
E01010771,2007,IMD rank,ordinal-position,32267
E01008102,2007,IMD rank,ordinal-position,791
E01010558,2007,IMD rank,ordinal-position,16699
E01024914,2007,IMD rank,ordinal-position,28098
E01005998,2007,IMD rank,ordinal-position,10403
E01023431,2007,IMD rank,ordinal-position,20990
E01006821,2007,IMD rank,ordinal-position,2001
E01018871,2007,IMD rank,ordinal-position,13280
E01023218,2007,IMD rank,ordinal-position,31716
E01015990,2007,IMD rank,ordinal-position,14907
E01006608,2007,IMD rank,ordinal-position,3427
E01018658,2007,IMD rank,ordinal-position,32210
E01015777,2007,IMD rank,ordinal-position,15977
E01005125,2007,IMD rank,ordinal-position,4284
E01017175,2007,IMD rank,ordinal-position,18566
E01021937,2007,IMD rank,ordinal-position,29651
E01014294,2007,IMD rank,ordinal-position,7678
E01028650,2007,IMD rank,ordinal-position,27195
E01028437,2007,IMD rank,ordinal-position,21429
E01020454,2007,IMD rank,ordinal-position,13598
E01003844,2007,IMD rank,ordinal-position,28108
E01002361,2007,IMD rank,ordinal-position,12623
E01002148,2007,IMD rank,ordinal-position,26749
E01016504,2007,IMD rank,ordinal-position,23748
E01013623,2007,IMD rank,ordinal-position,10422
E01025673,2007,IMD rank,ordinal-position,19588
E01031833,2007,IMD rank,ordinal-position,10223
E01012140,2007,IMD rank,ordinal-position,11567
E01000867,2007,IMD rank,ordinal-position,3896
E01024190,2007,IMD rank,ordinal-position,14700
E01007580,2007,IMD rank,ordinal-position,10287
E01007367,2007,IMD rank,ordinal-position,2602
E01030350,2007,IMD rank,ordinal-position,31927
E01030137,2007,IMD rank,ordinal-position,21868
E01010646,2007,IMD rank,ordinal-position,28260
E01022696,2007,IMD rank,ordinal-position,31027
E01029196,2007,IMD rank,ordinal-position,16661
E01023306,2007,IMD rank,ordinal-position,19577
E01018746,2007,IMD rank,ordinal-position,11695
E01015865,2007,IMD rank,ordinal-position,14277
E01005213,2007,IMD rank,ordinal-position,290
E01017263,2007,IMD rank,ordinal-position,8453
E01014382,2007,IMD rank,ordinal-position,26735
E01014169,2007,IMD rank,ordinal-position,8934
E01028525,2007,IMD rank,ordinal-position,8813
E01020542,2007,IMD rank,ordinal-position,21537
E01003932,2007,IMD rank,ordinal-position,4181
E01032379,2007,IMD rank,ordinal-position,28279
E01020329,2007,IMD rank,ordinal-position,15377
E01003719,2007,IMD rank,ordinal-position,11382
E01027042,2007,IMD rank,ordinal-position,27165
E01000838,2007,IMD rank,ordinal-position,28214
E01012888,2007,IMD rank,ordinal-position,2641
E01002236,2007,IMD rank,ordinal-position,9181
E01013711,2007,IMD rank,ordinal-position,12983
E01025761,2007,IMD rank,ordinal-position,27016
E01025548,2007,IMD rank,ordinal-position,17967
E01008938,2007,IMD rank,ordinal-position,2882
E01000955,2007,IMD rank,ordinal-position,5118
E01031921,2007,IMD rank,ordinal-position,31593
E01031708,2007,IMD rank,ordinal-position,18042
E01012015,2007,IMD rank,ordinal-position,1357
E01024065,2007,IMD rank,ordinal-position,18643
E01007455,2007,IMD rank,ordinal-position,18524
E01030225,2007,IMD rank,ordinal-position,11772
E01010734,2007,IMD rank,ordinal-position,2853
E01022784,2007,IMD rank,ordinal-position,31673
E01029284,2007,IMD rank,ordinal-position,8058
E01004691,2007,IMD rank,ordinal-position,21269
E01021088,2007,IMD rank,ordinal-position,17550
E01004478,2007,IMD rank,ordinal-position,27878
E01018834,2007,IMD rank,ordinal-position,10916
E01015953,2007,IMD rank,ordinal-position,15072
E01005301,2007,IMD rank,ordinal-position,11520
E01017351,2007,IMD rank,ordinal-position,24825
E01014470,2007,IMD rank,ordinal-position,26820
E01017138,2007,IMD rank,ordinal-position,19849
E01028613,2007,IMD rank,ordinal-position,30918
E01014257,2007,IMD rank,ordinal-position,7289
E01020630,2007,IMD rank,ordinal-position,9033
E01009697,2007,IMD rank,ordinal-position,21733
E01032467,2007,IMD rank,ordinal-position,27050
E01020417,2007,IMD rank,ordinal-position,28386
E01003807,2007,IMD rank,ordinal-position,25654
E01027130,2007,IMD rank,ordinal-position,16696
E01012976,2007,IMD rank,ordinal-position,12507
E01002324,2007,IMD rank,ordinal-position,17586
E01011493,2007,IMD rank,ordinal-position,2708
E01025636,2007,IMD rank,ordinal-position,23939
E01012103,2007,IMD rank,ordinal-position,12268
E01024153,2007,IMD rank,ordinal-position,29735
E01007543,2007,IMD rank,ordinal-position,1304
E01019593,2007,IMD rank,ordinal-position,27184
E01030313,2007,IMD rank,ordinal-position,25408
E01006060,2007,IMD rank,ordinal-position,3703
E01010822,2007,IMD rank,ordinal-position,827
E01022872,2007,IMD rank,ordinal-position,32031
E01010609,2007,IMD rank,ordinal-position,4056
E01022659,2007,IMD rank,ordinal-position,29467
E01029372,2007,IMD rank,ordinal-position,4193
E01029159,2007,IMD rank,ordinal-position,29539
E01021176,2007,IMD rank,ordinal-position,23081
E01004566,2007,IMD rank,ordinal-position,22241
E01018922,2007,IMD rank,ordinal-position,11951
E01003083,2007,IMD rank,ordinal-position,12328
E01018709,2007,IMD rank,ordinal-position,15003
E01015828,2007,IMD rank,ordinal-position,3055
E01027878,2007,IMD rank,ordinal-position,15495
E01017226,2007,IMD rank,ordinal-position,23433
E01028701,2007,IMD rank,ordinal-position,27898
E01014345,2007,IMD rank,ordinal-position,3119
E01026395,2007,IMD rank,ordinal-position,31442
E01009785,2007,IMD rank,ordinal-position,20991
E01020505,2007,IMD rank,ordinal-position,23431
E01001589,2007,IMD rank,ordinal-position,5909
E01031072,2007,IMD rank,ordinal-position,3623
E01027005,2007,IMD rank,ordinal-position,21393
E01008089,2007,IMD rank,ordinal-position,4074
E01002412,2007,IMD rank,ordinal-position,23287
E01011581,2007,IMD rank,ordinal-position,23259
E01011368,2007,IMD rank,ordinal-position,1491
E01025724,2007,IMD rank,ordinal-position,25446
E01000918,2007,IMD rank,ordinal-position,4938
E01024241,2007,IMD rank,ordinal-position,8400
E01007631,2007,IMD rank,ordinal-position,22275
E01019681,2007,IMD rank,ordinal-position,21678
E01030401,2007,IMD rank,ordinal-position,28608
E01024028,2007,IMD rank,ordinal-position,5980
E01007418,2007,IMD rank,ordinal-position,23719
E01019468,2007,IMD rank,ordinal-position,9515
E01010910,2007,IMD rank,ordinal-position,7737
E01022960,2007,IMD rank,ordinal-position,18742
E01022747,2007,IMD rank,ordinal-position,30213
E01029460,2007,IMD rank,ordinal-position,24318
E01029247,2007,IMD rank,ordinal-position,5268
E01021264,2007,IMD rank,ordinal-position,24199
E01004654,2007,IMD rank,ordinal-position,11616
E01003171,2007,IMD rank,ordinal-position,6822
E01000290,2007,IMD rank,ordinal-position,10659
E01015916,2007,IMD rank,ordinal-position,2694
E01027966,2007,IMD rank,ordinal-position,2854
E01017314,2007,IMD rank,ordinal-position,16642
E01000077,2007,IMD rank,ordinal-position,6565
E01026483,2007,IMD rank,ordinal-position,12628
E01014433,2007,IMD rank,ordinal-position,15142
E01009873,2007,IMD rank,ordinal-position,12645
E01001890,2007,IMD rank,ordinal-position,13438
E01001677,2007,IMD rank,ordinal-position,6668
E01008390,2007,IMD rank,ordinal-position,202
E01031160,2007,IMD rank,ordinal-position,22552
E01008177,2007,IMD rank,ordinal-position,14603
E01002500,2007,IMD rank,ordinal-position,19236
E01012939,2007,IMD rank,ordinal-position,25076
E01024989,2007,IMD rank,ordinal-position,16163
E01009000,2007,IMD rank,ordinal-position,3413
E01011456,2007,IMD rank,ordinal-position,31622
