FeatureCode,DateCode,Measurement,Units,Value
E01016156,2010,IMD rank,ordinal-position,16157
E01020918,2010,IMD rank,ordinal-position,11825
E01013275,2010,IMD rank,ordinal-position,27120
E01027631,2010,IMD rank,ordinal-position,25250
E01031485,2010,IMD rank,ordinal-position,32438
E01027418,2010,IMD rank,ordinal-position,23057
E01002825,2010,IMD rank,ordinal-position,21874
E01011994,2010,IMD rank,ordinal-position,261
E01001342,2010,IMD rank,ordinal-position,17861
E01009325,2010,IMD rank,ordinal-position,2109
E01001129,2010,IMD rank,ordinal-position,29597
E01010298,2010,IMD rank,ordinal-position,9262
E01012604,2010,IMD rank,ordinal-position,11113
E01024654,2010,IMD rank,ordinal-position,16799
E01030814,2010,IMD rank,ordinal-position,18673
E01011121,2010,IMD rank,ordinal-position,3220
E01023171,2010,IMD rank,ordinal-position,21775
E01006561,2010,IMD rank,ordinal-position,20
E01006348,2010,IMD rank,ordinal-position,22678
E01018398,2010,IMD rank,ordinal-position,13694
E01029873,2010,IMD rank,ordinal-position,20975
E01021890,2010,IMD rank,ordinal-position,14960
E01019221,2010,IMD rank,ordinal-position,6846
E01021677,2010,IMD rank,ordinal-position,25183
E01028390,2010,IMD rank,ordinal-position,28376
E01019008,2010,IMD rank,ordinal-position,7513
E01028177,2010,IMD rank,ordinal-position,26015
E01022500,2010,IMD rank,ordinal-position,28374
E01020194,2010,IMD rank,ordinal-position,29834
E01003584,2010,IMD rank,ordinal-position,6654
E01017940,2010,IMD rank,ordinal-position,25316
E01029000,2010,IMD rank,ordinal-position,13287
E01017727,2010,IMD rank,ordinal-position,32455
E01014846,2010,IMD rank,ordinal-position,16415
E01026896,2010,IMD rank,ordinal-position,21730
E01016244,2010,IMD rank,ordinal-position,32293
E01013363,2010,IMD rank,ordinal-position,17183
E01031573,2010,IMD rank,ordinal-position,13228
E01027506,2010,IMD rank,ordinal-position,19138
E01002913,2010,IMD rank,ordinal-position,13570
E01030090,2010,IMD rank,ordinal-position,21634
E01026023,2010,IMD rank,ordinal-position,10247
E01001430,2010,IMD rank,ordinal-position,1640
E01009413,2010,IMD rank,ordinal-position,3398
E01011869,2010,IMD rank,ordinal-position,5534
E01001217,2010,IMD rank,ordinal-position,15062
E01010386,2010,IMD rank,ordinal-position,29856
E01024742,2010,IMD rank,ordinal-position,14077
E01030902,2010,IMD rank,ordinal-position,30906
E01024529,2010,IMD rank,ordinal-position,8967
E01007919,2010,IMD rank,ordinal-position,2531
E01019969,2010,IMD rank,ordinal-position,21971
E01023046,2010,IMD rank,ordinal-position,20388
E01006436,2010,IMD rank,ordinal-position,151
E01018486,2010,IMD rank,ordinal-position,4445
E01029961,2010,IMD rank,ordinal-position,15627
E01029748,2010,IMD rank,ordinal-position,27278
E01021765,2010,IMD rank,ordinal-position,23116
E01028265,2010,IMD rank,ordinal-position,437
E01020282,2010,IMD rank,ordinal-position,10074
E01003672,2010,IMD rank,ordinal-position,14685
E01020069,2010,IMD rank,ordinal-position,17865
E01000791,2010,IMD rank,ordinal-position,21462
E01003459,2010,IMD rank,ordinal-position,16145
E01017815,2010,IMD rank,ordinal-position,31568
E01000578,2010,IMD rank,ordinal-position,11730
E01014934,2010,IMD rank,ordinal-position,31919
E01026984,2010,IMD rank,ordinal-position,8526
E01016332,2010,IMD rank,ordinal-position,19325
E01013451,2010,IMD rank,ordinal-position,30813
E01016119,2010,IMD rank,ordinal-position,29313
E01008891,2010,IMD rank,ordinal-position,12357
E01013238,2010,IMD rank,ordinal-position,6617
E01025288,2010,IMD rank,ordinal-position,13128
E01008678,2010,IMD rank,ordinal-position,13768
E01031661,2010,IMD rank,ordinal-position,20487
E01031448,2010,IMD rank,ordinal-position,14315
E01026111,2010,IMD rank,ordinal-position,8335
E01007195,2010,IMD rank,ordinal-position,28907
E01009501,2010,IMD rank,ordinal-position,1975
E01011957,2010,IMD rank,ordinal-position,2498
E01001305,2010,IMD rank,ordinal-position,26023
E01010474,2010,IMD rank,ordinal-position,4769
E01024830,2010,IMD rank,ordinal-position,15025
E01024617,2010,IMD rank,ordinal-position,18114
E01023134,2010,IMD rank,ordinal-position,28080
E01006524,2010,IMD rank,ordinal-position,21646
E01018574,2010,IMD rank,ordinal-position,26143
E01015693,2010,IMD rank,ordinal-position,24687
E01005041,2010,IMD rank,ordinal-position,17331
E01017091,2010,IMD rank,ordinal-position,8299
E01029836,2010,IMD rank,ordinal-position,14571
E01021853,2010,IMD rank,ordinal-position,8925
E01028353,2010,IMD rank,ordinal-position,23855
E01020370,2010,IMD rank,ordinal-position,28667
E01003760,2010,IMD rank,ordinal-position,11831
E01020157,2010,IMD rank,ordinal-position,13672
E01003547,2010,IMD rank,ordinal-position,7160
E01017903,2010,IMD rank,ordinal-position,10220
E01000666,2010,IMD rank,ordinal-position,28633
E01002064,2010,IMD rank,ordinal-position,4782
E01016420,2010,IMD rank,ordinal-position,4599
E01014809,2010,IMD rank,ordinal-position,7481
E01026859,2010,IMD rank,ordinal-position,14103
E01016207,2010,IMD rank,ordinal-position,12463
E01013326,2010,IMD rank,ordinal-position,22835
E01025376,2010,IMD rank,ordinal-position,5064
E01008766,2010,IMD rank,ordinal-position,9503
E01031536,2010,IMD rank,ordinal-position,19950
E01007283,2010,IMD rank,ordinal-position,28545
E01030053,2010,IMD rank,ordinal-position,19180
E01010562,2010,IMD rank,ordinal-position,7456
E01024705,2010,IMD rank,ordinal-position,10136
E01010349,2010,IMD rank,ordinal-position,11048
E01022399,2010,IMD rank,ordinal-position,10719
E01005789,2010,IMD rank,ordinal-position,31013
E01023222,2010,IMD rank,ordinal-position,30863
E01006612,2010,IMD rank,ordinal-position,380
E01018662,2010,IMD rank,ordinal-position,31842
E01023009,2010,IMD rank,ordinal-position,30509
E01015781,2010,IMD rank,ordinal-position,7214
E01018449,2010,IMD rank,ordinal-position,27175
E01015568,2010,IMD rank,ordinal-position,25597
E01029924,2010,IMD rank,ordinal-position,18791
E01021941,2010,IMD rank,ordinal-position,30495
E01021728,2010,IMD rank,ordinal-position,32169
E01014085,2010,IMD rank,ordinal-position,13406
E01028441,2010,IMD rank,ordinal-position,12465
E01032295,2010,IMD rank,ordinal-position,14204
E01028228,2010,IMD rank,ordinal-position,7815
E01020245,2010,IMD rank,ordinal-position,21314
E01003635,2010,IMD rank,ordinal-position,5699
E01000754,2010,IMD rank,ordinal-position,26485
E01002152,2010,IMD rank,ordinal-position,30026
E01026947,2010,IMD rank,ordinal-position,21522
E01025464,2010,IMD rank,ordinal-position,30151
E01013414,2010,IMD rank,ordinal-position,26272
E01008854,2010,IMD rank,ordinal-position,5091
E01000871,2010,IMD rank,ordinal-position,14975
E01031624,2010,IMD rank,ordinal-position,22992
E01007371,2010,IMD rank,ordinal-position,8381
E01007158,2010,IMD rank,ordinal-position,18331
E01030141,2010,IMD rank,ordinal-position,16042
E01010650,2010,IMD rank,ordinal-position,337
E01010437,2010,IMD rank,ordinal-position,21472
E01022487,2010,IMD rank,ordinal-position,9789
E01005877,2010,IMD rank,ordinal-position,10803
E01023310,2010,IMD rank,ordinal-position,8185
E01004394,2010,IMD rank,ordinal-position,2652
E01006700,2010,IMD rank,ordinal-position,273
E01018750,2010,IMD rank,ordinal-position,20617
E01018537,2010,IMD rank,ordinal-position,28599
E01015656,2010,IMD rank,ordinal-position,6487
E01005004,2010,IMD rank,ordinal-position,1082
E01017054,2010,IMD rank,ordinal-position,12210
E01021816,2010,IMD rank,ordinal-position,7177
E01014173,2010,IMD rank,ordinal-position,16874
E01032383,2010,IMD rank,ordinal-position,24410
E01028316,2010,IMD rank,ordinal-position,19202
E01020333,2010,IMD rank,ordinal-position,25136
E01003723,2010,IMD rank,ordinal-position,6509
E01000842,2010,IMD rank,ordinal-position,21292
E01012892,2010,IMD rank,ordinal-position,1287
E01002240,2010,IMD rank,ordinal-position,13771
E01000629,2010,IMD rank,ordinal-position,12766
E01012679,2010,IMD rank,ordinal-position,137
E01002027,2010,IMD rank,ordinal-position,4441
E01030889,2010,IMD rank,ordinal-position,24699
E01011196,2010,IMD rank,ordinal-position,29231
E01013502,2010,IMD rank,ordinal-position,9575
E01025552,2010,IMD rank,ordinal-position,31342
E01008942,2010,IMD rank,ordinal-position,2957
E01025339,2010,IMD rank,ordinal-position,17539
E01008729,2010,IMD rank,ordinal-position,2525
E01031712,2010,IMD rank,ordinal-position,14045
E01007246,2010,IMD rank,ordinal-position,22479
E01019296,2010,IMD rank,ordinal-position,8561
E01030016,2010,IMD rank,ordinal-position,15940
E01010525,2010,IMD rank,ordinal-position,5562
E01022575,2010,IMD rank,ordinal-position,9313
E01005965,2010,IMD rank,ordinal-position,4300
E01029075,2010,IMD rank,ordinal-position,14751
E01021092,2010,IMD rank,ordinal-position,4600
E01004482,2010,IMD rank,ordinal-position,12405
E01004269,2010,IMD rank,ordinal-position,2741
E01018625,2010,IMD rank,ordinal-position,17300
E01015744,2010,IMD rank,ordinal-position,7625
E01027794,2010,IMD rank,ordinal-position,26570
E01017142,2010,IMD rank,ordinal-position,18775
E01021904,2010,IMD rank,ordinal-position,22826
E01002988,2010,IMD rank,ordinal-position,27244
E01014261,2010,IMD rank,ordinal-position,256
E01032471,2010,IMD rank,ordinal-position,350
E01028404,2010,IMD rank,ordinal-position,30634
E01026098,2010,IMD rank,ordinal-position,20059
E01014048,2010,IMD rank,ordinal-position,6387
E01020421,2010,IMD rank,ordinal-position,27149
E01009488,2010,IMD rank,ordinal-position,46
E01003811,2010,IMD rank,ordinal-position,29950
E01032258,2010,IMD rank,ordinal-position,20538
E01020208,2010,IMD rank,ordinal-position,11605
E01012980,2010,IMD rank,ordinal-position,11998
E01000717,2010,IMD rank,ordinal-position,19454
E01012767,2010,IMD rank,ordinal-position,16888
E01002115,2010,IMD rank,ordinal-position,22064
E01011284,2010,IMD rank,ordinal-position,3670
E01030977,2010,IMD rank,ordinal-position,26344
E01025640,2010,IMD rank,ordinal-position,27473
E01025427,2010,IMD rank,ordinal-position,9011
E01008817,2010,IMD rank,ordinal-position,263
E01031800,2010,IMD rank,ordinal-position,28327
E01007334,2010,IMD rank,ordinal-position,16902
E01019384,2010,IMD rank,ordinal-position,20849
E01030104,2010,IMD rank,ordinal-position,30203
E01010613,2010,IMD rank,ordinal-position,2746
E01022663,2010,IMD rank,ordinal-position,31795
E01029163,2010,IMD rank,ordinal-position,20669
E01021180,2010,IMD rank,ordinal-position,20528
E01004570,2010,IMD rank,ordinal-position,3083
E01004357,2010,IMD rank,ordinal-position,11025
E01018713,2010,IMD rank,ordinal-position,20354
E01015832,2010,IMD rank,ordinal-position,13883
E01027882,2010,IMD rank,ordinal-position,27761
E01017230,2010,IMD rank,ordinal-position,21771
E01015619,2010,IMD rank,ordinal-position,11298
E01027669,2010,IMD rank,ordinal-position,15479
E01017017,2010,IMD rank,ordinal-position,25045
E01026186,2010,IMD rank,ordinal-position,30462
E01014136,2010,IMD rank,ordinal-position,13864
E01001593,2010,IMD rank,ordinal-position,15626
E01009576,2010,IMD rank,ordinal-position,11212
E01032346,2010,IMD rank,ordinal-position,29419
E01008093,2010,IMD rank,ordinal-position,10042
E01000805,2010,IMD rank,ordinal-position,12227
E01012855,2010,IMD rank,ordinal-position,78
E01002203,2010,IMD rank,ordinal-position,17675
E01011372,2010,IMD rank,ordinal-position,845
E01025515,2010,IMD rank,ordinal-position,13462
E01011159,2010,IMD rank,ordinal-position,18478
E01006599,2010,IMD rank,ordinal-position,89
E01000922,2010,IMD rank,ordinal-position,8798
E01008905,2010,IMD rank,ordinal-position,1058
E01024032,2010,IMD rank,ordinal-position,19554
E01007422,2010,IMD rank,ordinal-position,25206
E01019472,2010,IMD rank,ordinal-position,25030
E01007209,2010,IMD rank,ordinal-position,1827
E01019259,2010,IMD rank,ordinal-position,13095
E01010701,2010,IMD rank,ordinal-position,1331
E01022751,2010,IMD rank,ordinal-position,29589
E01029251,2010,IMD rank,ordinal-position,23713
E01022538,2010,IMD rank,ordinal-position,10992
E01005928,2010,IMD rank,ordinal-position,10497
E01017978,2010,IMD rank,ordinal-position,6152
E01029038,2010,IMD rank,ordinal-position,10196
E01021055,2010,IMD rank,ordinal-position,22266
E01004445,2010,IMD rank,ordinal-position,6680
E01016495,2010,IMD rank,ordinal-position,19940
E01018801,2010,IMD rank,ordinal-position,23278
E01015920,2010,IMD rank,ordinal-position,23867
E01027970,2010,IMD rank,ordinal-position,16539
E01000081,2010,IMD rank,ordinal-position,7171
E01015707,2010,IMD rank,ordinal-position,24484
E01027757,2010,IMD rank,ordinal-position,28711
E01017105,2010,IMD rank,ordinal-position,10111
E01026274,2010,IMD rank,ordinal-position,29732
E01014224,2010,IMD rank,ordinal-position,237
E01001681,2010,IMD rank,ordinal-position,10065
E01009664,2010,IMD rank,ordinal-position,7638
E01001468,2010,IMD rank,ordinal-position,11662
E01032434,2010,IMD rank,ordinal-position,2085
E01008181,2010,IMD rank,ordinal-position,12671
E01012943,2010,IMD rank,ordinal-position,5573
E01024993,2010,IMD rank,ordinal-position,23483
E01011460,2010,IMD rank,ordinal-position,17163
E01025603,2010,IMD rank,ordinal-position,26004
E01011247,2010,IMD rank,ordinal-position,17595
E01023297,2010,IMD rank,ordinal-position,23481
E01006687,2010,IMD rank,ordinal-position,7234
E01024120,2010,IMD rank,ordinal-position,13472
E01007510,2010,IMD rank,ordinal-position,12361
E01019560,2010,IMD rank,ordinal-position,11384
E01029999,2010,IMD rank,ordinal-position,27242
E01019347,2010,IMD rank,ordinal-position,26919
E01022626,2010,IMD rank,ordinal-position,20850
E01029126,2010,IMD rank,ordinal-position,21549
E01021143,2010,IMD rank,ordinal-position,20163
E01004533,2010,IMD rank,ordinal-position,8648
E01016583,2010,IMD rank,ordinal-position,31211
E01003050,2010,IMD rank,ordinal-position,4008
E01013489,2010,IMD rank,ordinal-position,25857
E01027845,2010,IMD rank,ordinal-position,23620
E01031699,2010,IMD rank,ordinal-position,31104
E01014312,2010,IMD rank,ordinal-position,10733
E01026362,2010,IMD rank,ordinal-position,31877
E01009752,2010,IMD rank,ordinal-position,3723
E01026149,2010,IMD rank,ordinal-position,4286
E01001556,2010,IMD rank,ordinal-position,13560
E01009539,2010,IMD rank,ordinal-position,194
E01032309,2010,IMD rank,ordinal-position,13487
E01008056,2010,IMD rank,ordinal-position,5240
E01012818,2010,IMD rank,ordinal-position,20205
E01024868,2010,IMD rank,ordinal-position,20133
E01011335,2010,IMD rank,ordinal-position,12696
E01023385,2010,IMD rank,ordinal-position,27481
E01006775,2010,IMD rank,ordinal-position,524
E01005292,2010,IMD rank,ordinal-position,2228
E01005079,2010,IMD rank,ordinal-position,7406
E01019435,2010,IMD rank,ordinal-position,19284
E01022714,2010,IMD rank,ordinal-position,30186
E01015071,2010,IMD rank,ordinal-position,12353
E01003798,2010,IMD rank,ordinal-position,24897
E01029214,2010,IMD rank,ordinal-position,19585
E01021231,2010,IMD rank,ordinal-position,24321
E01004621,2010,IMD rank,ordinal-position,14113
E01016671,2010,IMD rank,ordinal-position,31040
E01021018,2010,IMD rank,ordinal-position,19473
E01013790,2010,IMD rank,ordinal-position,19570
E01004408,2010,IMD rank,ordinal-position,8432
E01016458,2010,IMD rank,ordinal-position,6064
E01013577,2010,IMD rank,ordinal-position,31640
E01027933,2010,IMD rank,ordinal-position,10164
E01031787,2010,IMD rank,ordinal-position,7281
E01000044,2010,IMD rank,ordinal-position,7359
E01012094,2010,IMD rank,ordinal-position,1787
E01014400,2010,IMD rank,ordinal-position,20281
E01026450,2010,IMD rank,ordinal-position,26690
E01009840,2010,IMD rank,ordinal-position,5193
E01026237,2010,IMD rank,ordinal-position,24931
E01001644,2010,IMD rank,ordinal-position,11619
E01009627,2010,IMD rank,ordinal-position,4734
E01008144,2010,IMD rank,ordinal-position,15339
E01012906,2010,IMD rank,ordinal-position,2145
E01024956,2010,IMD rank,ordinal-position,28706
E01011423,2010,IMD rank,ordinal-position,2997
E01023473,2010,IMD rank,ordinal-position,32215
E01006863,2010,IMD rank,ordinal-position,3597
E01005380,2010,IMD rank,ordinal-position,3888
E01005167,2010,IMD rank,ordinal-position,4142
E01019523,2010,IMD rank,ordinal-position,3591
E01021979,2010,IMD rank,ordinal-position,17575
E01028692,2010,IMD rank,ordinal-position,6302
E01018040,2010,IMD rank,ordinal-position,30494
E01028479,2010,IMD rank,ordinal-position,22157
E01022802,2010,IMD rank,ordinal-position,21442
E01020496,2010,IMD rank,ordinal-position,13873
E01003886,2010,IMD rank,ordinal-position,29673
E01029302,2010,IMD rank,ordinal-position,30090
E01021106,2010,IMD rank,ordinal-position,19516
E01016546,2010,IMD rank,ordinal-position,31231
E01013665,2010,IMD rank,ordinal-position,9664
E01003013,2010,IMD rank,ordinal-position,22002
E01027808,2010,IMD rank,ordinal-position,21806
E01000132,2010,IMD rank,ordinal-position,10096
E01012182,2010,IMD rank,ordinal-position,29024
E01031875,2010,IMD rank,ordinal-position,26924
E01030392,2010,IMD rank,ordinal-position,29418
E01026325,2010,IMD rank,ordinal-position,7898
E01001732,2010,IMD rank,ordinal-position,1863
E01009715,2010,IMD rank,ordinal-position,12839
E01030179,2010,IMD rank,ordinal-position,31427
E01001519,2010,IMD rank,ordinal-position,17725
E01008232,2010,IMD rank,ordinal-position,2758
E01010688,2010,IMD rank,ordinal-position,11895
E01008019,2010,IMD rank,ordinal-position,10193
E01031002,2010,IMD rank,ordinal-position,31785
E01011511,2010,IMD rank,ordinal-position,20362
E01023561,2010,IMD rank,ordinal-position,20587
E01006951,2010,IMD rank,ordinal-position,16742
E01023348,2010,IMD rank,ordinal-position,8974
E01006738,2010,IMD rank,ordinal-position,1737
E01018788,2010,IMD rank,ordinal-position,9963
E01005255,2010,IMD rank,ordinal-position,553
E01019611,2010,IMD rank,ordinal-position,17404
E01028780,2010,IMD rank,ordinal-position,30772
E01028567,2010,IMD rank,ordinal-position,6133
E01020584,2010,IMD rank,ordinal-position,12742
E01003974,2010,IMD rank,ordinal-position,5286
E01015034,2010,IMD rank,ordinal-position,25809
E01027084,2010,IMD rank,ordinal-position,25522
E01002491,2010,IMD rank,ordinal-position,8036
E01002278,2010,IMD rank,ordinal-position,6481
E01016634,2010,IMD rank,ordinal-position,30857
E01013753,2010,IMD rank,ordinal-position,3674
E01003101,2010,IMD rank,ordinal-position,6831
E01000220,2010,IMD rank,ordinal-position,16533
E01000997,2010,IMD rank,ordinal-position,14745
E01012270,2010,IMD rank,ordinal-position,19752
E01031963,2010,IMD rank,ordinal-position,9723
E01030480,2010,IMD rank,ordinal-position,31555
E01026413,2010,IMD rank,ordinal-position,32158
E01000007,2010,IMD rank,ordinal-position,5438
E01012057,2010,IMD rank,ordinal-position,10190
E01007497,2010,IMD rank,ordinal-position,4505
E01001820,2010,IMD rank,ordinal-position,2212
E01009803,2010,IMD rank,ordinal-position,31441
E01030267,2010,IMD rank,ordinal-position,16380
E01001607,2010,IMD rank,ordinal-position,17942
E01008320,2010,IMD rank,ordinal-position,19979
E01010776,2010,IMD rank,ordinal-position,5631
E01008107,2010,IMD rank,ordinal-position,4098
E01024919,2010,IMD rank,ordinal-position,6062
E01023436,2010,IMD rank,ordinal-position,30562
E01006826,2010,IMD rank,ordinal-position,4016
E01018876,2010,IMD rank,ordinal-position,10086
E01015995,2010,IMD rank,ordinal-position,28541
E01005343,2010,IMD rank,ordinal-position,4229
E01017393,2010,IMD rank,ordinal-position,29215
E01014299,2010,IMD rank,ordinal-position,14711
E01028655,2010,IMD rank,ordinal-position,29454
E01020672,2010,IMD rank,ordinal-position,3325
E01018003,2010,IMD rank,ordinal-position,22708
E01020459,2010,IMD rank,ordinal-position,13414
E01015122,2010,IMD rank,ordinal-position,23376
E01003849,2010,IMD rank,ordinal-position,26067
E01027172,2010,IMD rank,ordinal-position,17428
E01002366,2010,IMD rank,ordinal-position,21838
E01016722,2010,IMD rank,ordinal-position,26124
E01025891,2010,IMD rank,ordinal-position,27211
E01013841,2010,IMD rank,ordinal-position,5340
E01016509,2010,IMD rank,ordinal-position,16728
E01013628,2010,IMD rank,ordinal-position,2937
E01025678,2010,IMD rank,ordinal-position,30665
E01031838,2010,IMD rank,ordinal-position,24775
E01026501,2010,IMD rank,ordinal-position,14955
E01012145,2010,IMD rank,ordinal-position,10281
E01024195,2010,IMD rank,ordinal-position,10141
E01007585,2010,IMD rank,ordinal-position,16991
E01030355,2010,IMD rank,ordinal-position,29819
E01010864,2010,IMD rank,ordinal-position,5810
E01023524,2010,IMD rank,ordinal-position,30902
E01006914,2010,IMD rank,ordinal-position,27379
E01018964,2010,IMD rank,ordinal-position,14224
E01022041,2010,IMD rank,ordinal-position,12094
E01005431,2010,IMD rank,ordinal-position,8176
E01017481,2010,IMD rank,ordinal-position,21830
E01005218,2010,IMD rank,ordinal-position,7927
E01017268,2010,IMD rank,ordinal-position,18904
E01014387,2010,IMD rank,ordinal-position,26437
E01028743,2010,IMD rank,ordinal-position,30487
E01020760,2010,IMD rank,ordinal-position,8003
E01020547,2010,IMD rank,ordinal-position,17064
E01015210,2010,IMD rank,ordinal-position,7665
E01003937,2010,IMD rank,ordinal-position,13147
E01027260,2010,IMD rank,ordinal-position,28079
E01027047,2010,IMD rank,ordinal-position,22269
E01002454,2010,IMD rank,ordinal-position,12419
E01016810,2010,IMD rank,ordinal-position,5945
E01013716,2010,IMD rank,ordinal-position,8265
E01025766,2010,IMD rank,ordinal-position,12252
E01031926,2010,IMD rank,ordinal-position,22622
E01012233,2010,IMD rank,ordinal-position,28776
E01024283,2010,IMD rank,ordinal-position,16870
E01007673,2010,IMD rank,ordinal-position,7832
E01030443,2010,IMD rank,ordinal-position,30733
E01006190,2010,IMD rank,ordinal-position,28639
E01010952,2010,IMD rank,ordinal-position,21304
E01010739,2010,IMD rank,ordinal-position,82
E01022789,2010,IMD rank,ordinal-position,29003
E01029289,2010,IMD rank,ordinal-position,15223
E01023612,2010,IMD rank,ordinal-position,26599
E01004696,2010,IMD rank,ordinal-position,8046
E01018839,2010,IMD rank,ordinal-position,12224
E01015958,2010,IMD rank,ordinal-position,13588
E01005306,2010,IMD rank,ordinal-position,19791
E01017356,2010,IMD rank,ordinal-position,9440
E01014475,2010,IMD rank,ordinal-position,25293
E01028831,2010,IMD rank,ordinal-position,30747
E01028618,2010,IMD rank,ordinal-position,27954
E01020635,2010,IMD rank,ordinal-position,28170
E01027135,2010,IMD rank,ordinal-position,18594
E01002542,2010,IMD rank,ordinal-position,5867
E01002329,2010,IMD rank,ordinal-position,18172
E01009042,2010,IMD rank,ordinal-position,14579
E01011498,2010,IMD rank,ordinal-position,20181
E01013804,2010,IMD rank,ordinal-position,29201
E01025854,2010,IMD rank,ordinal-position,25222
E01012321,2010,IMD rank,ordinal-position,15012
E01024371,2010,IMD rank,ordinal-position,18122
E01007761,2010,IMD rank,ordinal-position,9239
E01030531,2010,IMD rank,ordinal-position,19036
E01012108,2010,IMD rank,ordinal-position,5413
E01024158,2010,IMD rank,ordinal-position,22970
E01007548,2010,IMD rank,ordinal-position,2403
E01019598,2010,IMD rank,ordinal-position,13463
E01030318,2010,IMD rank,ordinal-position,22227
E01006065,2010,IMD rank,ordinal-position,2609
E01010827,2010,IMD rank,ordinal-position,10188
E01022877,2010,IMD rank,ordinal-position,31045
E01029590,2010,IMD rank,ordinal-position,22349
E01029377,2010,IMD rank,ordinal-position,28312
E01023700,2010,IMD rank,ordinal-position,32112
E01021394,2010,IMD rank,ordinal-position,19863
E01004784,2010,IMD rank,ordinal-position,28885
E01018927,2010,IMD rank,ordinal-position,9693
E01022004,2010,IMD rank,ordinal-position,17931
E01003088,2010,IMD rank,ordinal-position,5586
E01017444,2010,IMD rank,ordinal-position,26270
E01014563,2010,IMD rank,ordinal-position,18391
E01028706,2010,IMD rank,ordinal-position,29828
E01020723,2010,IMD rank,ordinal-position,17108
E01013080,2010,IMD rank,ordinal-position,3599
E01031290,2010,IMD rank,ordinal-position,23194
E01027223,2010,IMD rank,ordinal-position,7751
E01002630,2010,IMD rank,ordinal-position,21315
E01031077,2010,IMD rank,ordinal-position,8241
E01002417,2010,IMD rank,ordinal-position,27714
E01009130,2010,IMD rank,ordinal-position,1286
E01011586,2010,IMD rank,ordinal-position,16546
E01025942,2010,IMD rank,ordinal-position,24673
E01025729,2010,IMD rank,ordinal-position,31469
E01024246,2010,IMD rank,ordinal-position,4701
E01007636,2010,IMD rank,ordinal-position,4183
E01019686,2010,IMD rank,ordinal-position,31419
E01030406,2010,IMD rank,ordinal-position,29594
E01006153,2010,IMD rank,ordinal-position,31101
E01010915,2010,IMD rank,ordinal-position,17178
E01022965,2010,IMD rank,ordinal-position,5582
E01029465,2010,IMD rank,ordinal-position,25589
E01021482,2010,IMD rank,ordinal-position,21096
E01004872,2010,IMD rank,ordinal-position,4707
E01021269,2010,IMD rank,ordinal-position,10702
E01004659,2010,IMD rank,ordinal-position,20153
E01003176,2010,IMD rank,ordinal-position,3684
E01017532,2010,IMD rank,ordinal-position,30861
E01000295,2010,IMD rank,ordinal-position,18648
E01014651,2010,IMD rank,ordinal-position,21649
E01017319,2010,IMD rank,ordinal-position,11801
E01026488,2010,IMD rank,ordinal-position,11131
E01020811,2010,IMD rank,ordinal-position,7911
E01014438,2010,IMD rank,ordinal-position,11504
E01001895,2010,IMD rank,ordinal-position,10836
E01009878,2010,IMD rank,ordinal-position,14787
E01027311,2010,IMD rank,ordinal-position,19421
E01008395,2010,IMD rank,ordinal-position,6562
E01031165,2010,IMD rank,ordinal-position,12840
E01002505,2010,IMD rank,ordinal-position,7053
E01011674,2010,IMD rank,ordinal-position,17486
E01001022,2010,IMD rank,ordinal-position,24298
E01009005,2010,IMD rank,ordinal-position,7403
E01025817,2010,IMD rank,ordinal-position,29580
E01010191,2010,IMD rank,ordinal-position,30620
E01024334,2010,IMD rank,ordinal-position,28373
E01007724,2010,IMD rank,ordinal-position,19121
E01019774,2010,IMD rank,ordinal-position,20100
E01006241,2010,IMD rank,ordinal-position,2357
E01018291,2010,IMD rank,ordinal-position,30339
E01006028,2010,IMD rank,ordinal-position,3743
E01018078,2010,IMD rank,ordinal-position,6006
E01015197,2010,IMD rank,ordinal-position,25991
E01029553,2010,IMD rank,ordinal-position,5811
E01021570,2010,IMD rank,ordinal-position,31393
E01004960,2010,IMD rank,ordinal-position,293
E01028070,2010,IMD rank,ordinal-position,27031
E01021357,2010,IMD rank,ordinal-position,15942
E01004747,2010,IMD rank,ordinal-position,13732
E01016797,2010,IMD rank,ordinal-position,29290
E01003264,2010,IMD rank,ordinal-position,9969
E01017620,2010,IMD rank,ordinal-position,28355
E01000383,2010,IMD rank,ordinal-position,15045
E01017407,2010,IMD rank,ordinal-position,31209
E01026576,2010,IMD rank,ordinal-position,26064
E01014526,2010,IMD rank,ordinal-position,7404
E01001983,2010,IMD rank,ordinal-position,7165
E01009966,2010,IMD rank,ordinal-position,3139
E01013043,2010,IMD rank,ordinal-position,24879
E01025093,2010,IMD rank,ordinal-position,11222
E01008483,2010,IMD rank,ordinal-position,11850
E01031253,2010,IMD rank,ordinal-position,21861
E01011762,2010,IMD rank,ordinal-position,8586
E01001110,2010,IMD rank,ordinal-position,8165
E01025905,2010,IMD rank,ordinal-position,9964
E01011549,2010,IMD rank,ordinal-position,31122
E01023599,2010,IMD rank,ordinal-position,31463
E01006989,2010,IMD rank,ordinal-position,22540
E01010066,2010,IMD rank,ordinal-position,3315
E01024422,2010,IMD rank,ordinal-position,19797
E01007812,2010,IMD rank,ordinal-position,6611
E01019862,2010,IMD rank,ordinal-position,14363
E01024209,2010,IMD rank,ordinal-position,23153
E01019649,2010,IMD rank,ordinal-position,13692
E01006116,2010,IMD rank,ordinal-position,21680
E01018166,2010,IMD rank,ordinal-position,27483
E01022928,2010,IMD rank,ordinal-position,29451
