FeatureCode,DateCode,Measurement,Units,Value,Tenure
E07000154,2022 Q2,Completions,building-completions,0,Private Enterprise
E07000154,2022 Q3,Completions,building-completions,0,Private Enterprise
E07000154,Year ending 2022-09-30,Completions,building-completions,0,Private Enterprise
E07000154,2022 Q3,Completions,building-completions,0,All
E07000154,Year ending 2022-09-30,Completions,building-completions,0,All
E07000154,Year ending 2022-03-31,Completions,building-completions,0,All
E07000154,2022 Q1,Completions,building-completions,0,All
E07000154,2022 Q2,Completions,building-completions,0,All
E07000154,Year ending 2022-06-30,Completions,building-completions,0,All
E07000156,Year ending 2022-03-31,Completions,building-completions,0,Housing Association
E07000156,2022 Q1,Completions,building-completions,0,Housing Association
E07000156,2022 Q3,Completions,building-completions,0,Housing Association
E07000156,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E07000156,2022 Q2,Completions,building-completions,0,Housing Association
E07000156,Year ending 2022-06-30,Completions,building-completions,0,Housing Association
E07000156,2022 Q2,Completions,building-completions,0,Local Authority
E07000156,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000156,2022 Q3,Completions,building-completions,0,Local Authority
E07000156,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000156,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000156,2022 Q1,Completions,building-completions,0,Local Authority
E07000156,2022 Q1,Completions,building-completions,0,Private Enterprise
E07000156,Year ending 2022-03-31,Completions,building-completions,0,Private Enterprise
E07000156,Year ending 2022-06-30,Completions,building-completions,0,Private Enterprise
E07000156,2022 Q2,Completions,building-completions,0,Private Enterprise
E07000156,2022 Q3,Completions,building-completions,0,Private Enterprise
E07000156,Year ending 2022-09-30,Completions,building-completions,0,Private Enterprise
E07000156,2022 Q3,Completions,building-completions,0,All
E07000156,Year ending 2022-09-30,Completions,building-completions,0,All
E07000156,2022 Q1,Completions,building-completions,0,All
E07000156,Year ending 2022-03-31,Completions,building-completions,0,All
E07000156,2022 Q2,Completions,building-completions,0,All
E07000156,Year ending 2022-06-30,Completions,building-completions,0,All
E07000148,Year ending 2022-03-31,Completions,building-completions,0,Housing Association
E07000148,2022 Q1,Completions,building-completions,0,Housing Association
E07000148,2022 Q3,Completions,building-completions,0,Housing Association
E07000148,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E07000148,Year ending 2022-06-30,Completions,building-completions,0,Housing Association
E07000148,2022 Q2,Completions,building-completions,0,Housing Association
E07000148,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000148,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000148,2022 Q3,Completions,building-completions,0,Local Authority
E07000148,2022 Q2,Completions,building-completions,0,Local Authority
E07000148,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000148,2022 Q1,Completions,building-completions,0,Local Authority
E07000148,2022 Q1,Completions,building-completions,30,Private Enterprise
E07000148,Year ending 2022-03-31,Completions,building-completions,100,Private Enterprise
E07000148,2022 Q2,Completions,building-completions,10,Private Enterprise
E07000148,Year ending 2022-06-30,Completions,building-completions,110,Private Enterprise
E07000148,2022 Q3,Completions,building-completions,10,Private Enterprise
E07000148,Year ending 2022-09-30,Completions,building-completions,80,Private Enterprise
E07000148,2022 Q3,Completions,building-completions,10,All
E07000148,Year ending 2022-09-30,Completions,building-completions,80,All
E07000148,2022 Q1,Completions,building-completions,30,All
E07000148,Year ending 2022-03-31,Completions,building-completions,100,All
E07000148,Year ending 2022-06-30,Completions,building-completions,110,All
E07000148,2022 Q2,Completions,building-completions,10,All
E07000144,Year ending 2022-03-31,Completions,building-completions,70,Housing Association
E07000144,2022 Q1,Completions,building-completions,10,Housing Association
E07000144,Year ending 2022-09-30,Completions,building-completions,100,Housing Association
E07000144,2022 Q3,Completions,building-completions,20,Housing Association
E07000144,2022 Q2,Completions,building-completions,30,Housing Association
E07000144,Year ending 2022-06-30,Completions,building-completions,90,Housing Association
E07000144,2022 Q2,Completions,building-completions,0,Local Authority
E07000144,2022 Q3,Completions,building-completions,0,Local Authority
E07000144,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000144,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000144,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000144,2022 Q1,Completions,building-completions,0,Local Authority
E07000144,2022 Q1,Completions,building-completions,150,Private Enterprise
E07000144,Year ending 2022-03-31,Completions,building-completions,570,Private Enterprise
E07000144,Year ending 2022-06-30,Completions,building-completions,550,Private Enterprise
E07000144,2022 Q2,Completions,building-completions,160,Private Enterprise
E07000144,Year ending 2022-09-30,Completions,building-completions,600,Private Enterprise
E07000144,2022 Q3,Completions,building-completions,140,Private Enterprise
E07000144,Year ending 2022-09-30,Completions,building-completions,700,All
E07000144,2022 Q3,Completions,building-completions,160,All
E07000144,2022 Q1,Completions,building-completions,160,All
E07000144,Year ending 2022-03-31,Completions,building-completions,640,All
E07000144,2022 Q2,Completions,building-completions,200,All
E07000144,Year ending 2022-06-30,Completions,building-completions,640,All
E07000147,2022 Q1,Completions,building-completions,0,Housing Association
E07000147,Year ending 2022-03-31,Completions,building-completions,0,Housing Association
E07000147,2022 Q3,Completions,building-completions,0,Housing Association
E07000147,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E07000147,2022 Q2,Completions,building-completions,0,Housing Association
E07000147,Year ending 2022-06-30,Completions,building-completions,0,Housing Association
E07000147,2022 Q2,Completions,building-completions,0,Local Authority
E07000147,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000147,2022 Q3,Completions,building-completions,0,Local Authority
E07000147,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000147,2022 Q1,Completions,building-completions,0,Local Authority
E07000147,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000147,Year ending 2022-03-31,Completions,building-completions,290,Private Enterprise
E07000147,2022 Q1,Completions,building-completions,40,Private Enterprise
E07000147,Year ending 2022-06-30,Completions,building-completions,280,Private Enterprise
E07000147,2022 Q2,Completions,building-completions,40,Private Enterprise
E07000147,2022 Q3,Completions,building-completions,50,Private Enterprise
E07000147,Year ending 2022-09-30,Completions,building-completions,270,Private Enterprise
E07000147,2022 Q3,Completions,building-completions,50,All
E07000147,Year ending 2022-09-30,Completions,building-completions,270,All
E07000147,Year ending 2022-03-31,Completions,building-completions,290,All
E07000147,2022 Q1,Completions,building-completions,40,All
E07000147,2022 Q2,Completions,building-completions,40,All
E07000147,Year ending 2022-06-30,Completions,building-completions,280,All
E07000145,2022 Q1,Completions,building-completions,0,Housing Association
E07000145,Year ending 2022-03-31,Completions,building-completions,0,Housing Association
E07000145,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E07000145,2022 Q3,Completions,building-completions,0,Housing Association
E07000145,2022 Q2,Completions,building-completions,0,Housing Association
E07000145,Year ending 2022-06-30,Completions,building-completions,0,Housing Association
E07000145,2022 Q2,Completions,building-completions,0,Local Authority
E07000145,2022 Q3,Completions,building-completions,0,Local Authority
E07000145,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000145,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000145,2022 Q1,Completions,building-completions,0,Local Authority
E07000145,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000145,Year ending 2022-03-31,Completions,building-completions,290,Private Enterprise
E07000145,2022 Q1,Completions,building-completions,50,Private Enterprise
E07000145,Year ending 2022-06-30,Completions,building-completions,210,Private Enterprise
E07000145,2022 Q2,Completions,building-completions,50,Private Enterprise
E07000145,Year ending 2022-09-30,Completions,building-completions,180,Private Enterprise
E07000145,2022 Q3,Completions,building-completions,30,Private Enterprise
E07000145,Year ending 2022-09-30,Completions,building-completions,180,All
E07000145,2022 Q3,Completions,building-completions,30,All
E07000145,Year ending 2022-03-31,Completions,building-completions,290,All
E07000145,2022 Q1,Completions,building-completions,50,All
E07000145,2022 Q2,Completions,building-completions,50,All
E07000145,Year ending 2022-06-30,Completions,building-completions,210,All
E09000013,2022 Q1,Completions,building-completions,0,Housing Association
E09000013,Year ending 2022-03-31,Completions,building-completions,70,Housing Association
E09000013,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E09000013,2022 Q3,Completions,building-completions,0,Housing Association
E09000013,2022 Q2,Completions,building-completions,0,Housing Association
E09000013,Year ending 2022-06-30,Completions,building-completions,20,Housing Association
E09000013,2022 Q2,Completions,building-completions,0,Local Authority
E09000013,2022 Q3,Completions,building-completions,0,Local Authority
E09000013,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E09000013,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E09000013,2022 Q1,Completions,building-completions,0,Local Authority
E09000013,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E09000013,Year ending 2022-03-31,Completions,building-completions,480,Private Enterprise
E09000013,2022 Q1,Completions,building-completions,40,Private Enterprise
E09000013,Year ending 2022-06-30,Completions,building-completions,410,Private Enterprise
E09000013,2022 Q2,Completions,building-completions,80,Private Enterprise
E09000013,Year ending 2022-09-30,Completions,building-completions,360,Private Enterprise
E09000013,2022 Q3,Completions,building-completions,180,Private Enterprise
E09000013,Year ending 2022-09-30,Completions,building-completions,360,All
E09000013,2022 Q3,Completions,building-completions,180,All
E09000013,Year ending 2022-03-31,Completions,building-completions,550,All
E09000013,2022 Q1,Completions,building-completions,40,All
E09000013,2022 Q2,Completions,building-completions,80,All
E09000013,Year ending 2022-06-30,Completions,building-completions,430,All
E09000020,2022 Q1,Completions,building-completions,0,Housing Association
E09000020,Year ending 2022-03-31,Completions,building-completions,0,Housing Association
E09000020,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E09000020,2022 Q3,Completions,building-completions,0,Housing Association
E09000020,2022 Q2,Completions,building-completions,0,Housing Association
E09000020,Year ending 2022-06-30,Completions,building-completions,0,Housing Association
E09000020,2022 Q2,Completions,building-completions,0,Local Authority
E09000020,2022 Q3,Completions,building-completions,0,Local Authority
E09000020,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E09000020,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E09000020,2022 Q1,Completions,building-completions,0,Local Authority
E09000020,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E09000020,Year ending 2022-03-31,Completions,building-completions,40,Private Enterprise
E09000020,2022 Q1,Completions,building-completions,10,Private Enterprise
E09000020,Year ending 2022-06-30,Completions,building-completions,40,Private Enterprise
E09000020,2022 Q2,Completions,building-completions,10,Private Enterprise
E09000020,Year ending 2022-09-30,Completions,building-completions,20,Private Enterprise
E09000020,2022 Q3,Completions,building-completions,0,Private Enterprise
E09000020,Year ending 2022-09-30,Completions,building-completions,20,All
E09000020,2022 Q3,Completions,building-completions,0,All
E09000020,Year ending 2022-03-31,Completions,building-completions,40,All
E09000020,2022 Q1,Completions,building-completions,10,All
E09000020,2022 Q2,Completions,building-completions,10,All
E09000020,Year ending 2022-06-30,Completions,building-completions,40,All
E07000178,2022 Q1,Completions,building-completions,90,Housing Association
E07000178,Year ending 2022-03-31,Completions,building-completions,260,Housing Association
E07000178,Year ending 2022-09-30,Completions,building-completions,420,Housing Association
E07000178,2022 Q3,Completions,building-completions,190,Housing Association
E07000178,2022 Q2,Completions,building-completions,50,Housing Association
E07000178,Year ending 2022-06-30,Completions,building-completions,230,Housing Association
E07000178,2022 Q2,Completions,building-completions,0,Local Authority
E07000178,2022 Q3,Completions,building-completions,0,Local Authority
E07000178,Year ending 2022-09-30,Completions,building-completions,30,Local Authority
E07000178,Year ending 2022-06-30,Completions,building-completions,30,Local Authority
E07000178,2022 Q1,Completions,building-completions,30,Local Authority
E07000178,Year ending 2022-03-31,Completions,building-completions,30,Local Authority
E07000178,Year ending 2022-03-31,Completions,building-completions,270,Private Enterprise
E07000178,2022 Q1,Completions,building-completions,60,Private Enterprise
E07000178,Year ending 2022-06-30,Completions,building-completions,230,Private Enterprise
E07000178,2022 Q2,Completions,building-completions,60,Private Enterprise
E07000178,Year ending 2022-09-30,Completions,building-completions,220,Private Enterprise
E07000178,2022 Q3,Completions,building-completions,20,Private Enterprise
E07000178,Year ending 2022-09-30,Completions,building-completions,670,All
E07000178,2022 Q3,Completions,building-completions,210,All
E07000178,Year ending 2022-03-31,Completions,building-completions,550,All
E07000178,2022 Q1,Completions,building-completions,180,All
E07000178,2022 Q2,Completions,building-completions,100,All
E07000178,Year ending 2022-06-30,Completions,building-completions,490,All
E06000037,2022 Q1,Completions,building-completions,20,Housing Association
E06000037,Year ending 2022-03-31,Completions,building-completions,100,Housing Association
E06000037,2022 Q3,Completions,building-completions,20,Housing Association
E06000037,Year ending 2022-09-30,Completions,building-completions,100,Housing Association
E06000037,2022 Q2,Completions,building-completions,40,Housing Association
E06000037,Year ending 2022-06-30,Completions,building-completions,120,Housing Association
E06000037,2022 Q2,Completions,building-completions,0,Local Authority
E06000037,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E06000037,2022 Q3,Completions,building-completions,0,Local Authority
E06000037,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E06000037,2022 Q1,Completions,building-completions,0,Local Authority
E06000037,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E06000037,Year ending 2022-03-31,Completions,building-completions,410,Private Enterprise
E06000037,2022 Q1,Completions,building-completions,70,Private Enterprise
E06000037,Year ending 2022-06-30,Completions,building-completions,420,Private Enterprise
E06000037,2022 Q2,Completions,building-completions,130,Private Enterprise
E06000037,2022 Q3,Completions,building-completions,100,Private Enterprise
E06000037,Year ending 2022-09-30,Completions,building-completions,440,Private Enterprise
E06000037,2022 Q3,Completions,building-completions,120,All
E06000037,Year ending 2022-09-30,Completions,building-completions,540,All
E06000037,Year ending 2022-03-31,Completions,building-completions,510,All
E06000037,2022 Q1,Completions,building-completions,100,All
E06000037,2022 Q2,Completions,building-completions,170,All
E06000037,Year ending 2022-06-30,Completions,building-completions,540,All
E07000140,2022 Q1,Completions,building-completions,70,Housing Association
E07000140,Year ending 2022-03-31,Completions,building-completions,280,Housing Association
E07000140,2022 Q3,Completions,building-completions,30,Housing Association
E07000140,Year ending 2022-09-30,Completions,building-completions,190,Housing Association
E07000140,2022 Q2,Completions,building-completions,30,Housing Association
E07000140,Year ending 2022-06-30,Completions,building-completions,240,Housing Association
E07000140,2022 Q2,Completions,building-completions,0,Local Authority
E07000140,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000140,2022 Q3,Completions,building-completions,0,Local Authority
E07000140,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000140,2022 Q1,Completions,building-completions,0,Local Authority
E07000140,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000140,Year ending 2022-03-31,Completions,building-completions,410,Private Enterprise
E07000140,2022 Q1,Completions,building-completions,120,Private Enterprise
E07000140,Year ending 2022-06-30,Completions,building-completions,480,Private Enterprise
E07000140,2022 Q2,Completions,building-completions,160,Private Enterprise
E07000140,2022 Q3,Completions,building-completions,130,Private Enterprise
E07000140,Year ending 2022-09-30,Completions,building-completions,500,Private Enterprise
E07000140,2022 Q3,Completions,building-completions,160,All
E07000140,Year ending 2022-09-30,Completions,building-completions,690,All
E07000140,Year ending 2022-03-31,Completions,building-completions,690,All
E07000140,2022 Q1,Completions,building-completions,190,All
E07000140,2022 Q2,Completions,building-completions,190,All
E07000140,Year ending 2022-06-30,Completions,building-completions,710,All
E06000026,Year ending 2022-03-31,Completions,building-completions,10,Housing Association
E06000026,2022 Q1,Completions,building-completions,0,Housing Association
E06000026,Year ending 2022-09-30,Completions,building-completions,10,Housing Association
E06000026,2022 Q3,Completions,building-completions,0,Housing Association
E06000026,Year ending 2022-06-30,Completions,building-completions,10,Housing Association
E06000026,2022 Q2,Completions,building-completions,10,Housing Association
E06000026,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E06000026,2022 Q3,Completions,building-completions,0,Local Authority
E06000026,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E06000026,2022 Q2,Completions,building-completions,0,Local Authority
E06000026,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E06000026,2022 Q1,Completions,building-completions,0,Local Authority
E06000026,2022 Q1,Completions,building-completions,20,Private Enterprise
E06000026,Year ending 2022-03-31,Completions,building-completions,90,Private Enterprise
E06000026,2022 Q2,Completions,building-completions,160,Private Enterprise
E06000026,Year ending 2022-06-30,Completions,building-completions,220,Private Enterprise
E06000026,Year ending 2022-09-30,Completions,building-completions,240,Private Enterprise
E06000026,2022 Q3,Completions,building-completions,40,Private Enterprise
E06000026,Year ending 2022-09-30,Completions,building-completions,250,All
E06000026,2022 Q3,Completions,building-completions,40,All
E06000026,2022 Q1,Completions,building-completions,30,All
E06000026,Year ending 2022-03-31,Completions,building-completions,100,All
E06000026,Year ending 2022-06-30,Completions,building-completions,230,All
E06000026,2022 Q2,Completions,building-completions,160,All
E07000044,2022 Q1,Completions,building-completions,40,Housing Association
E07000044,Year ending 2022-03-31,Completions,building-completions,110,Housing Association
E07000044,2022 Q3,Completions,building-completions,30,Housing Association
E07000044,Year ending 2022-09-30,Completions,building-completions,150,Housing Association
E07000044,Year ending 2022-06-30,Completions,building-completions,130,Housing Association
E07000044,2022 Q2,Completions,building-completions,40,Housing Association
E07000044,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000044,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000044,2022 Q3,Completions,building-completions,0,Local Authority
E07000044,2022 Q2,Completions,building-completions,0,Local Authority
E07000044,2022 Q1,Completions,building-completions,0,Local Authority
E07000044,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000044,Year ending 2022-03-31,Completions,building-completions,400,Private Enterprise
E07000044,2022 Q1,Completions,building-completions,70,Private Enterprise
E07000044,2022 Q2,Completions,building-completions,110,Private Enterprise
E07000044,Year ending 2022-06-30,Completions,building-completions,370,Private Enterprise
E07000044,2022 Q3,Completions,building-completions,100,Private Enterprise
E07000044,Year ending 2022-09-30,Completions,building-completions,390,Private Enterprise
E07000044,2022 Q3,Completions,building-completions,130,All
E07000044,Year ending 2022-09-30,Completions,building-completions,550,All
E07000044,Year ending 2022-03-31,Completions,building-completions,510,All
E07000044,2022 Q1,Completions,building-completions,110,All
E07000044,Year ending 2022-06-30,Completions,building-completions,510,All
E07000044,2022 Q2,Completions,building-completions,150,All
E06000044,Year ending 2022-03-31,Completions,building-completions,30,Housing Association
E06000044,2022 Q1,Completions,building-completions,0,Housing Association
E06000044,2022 Q3,Completions,building-completions,10,Housing Association
E06000044,Year ending 2022-09-30,Completions,building-completions,20,Housing Association
E06000044,2022 Q2,Completions,building-completions,0,Housing Association
E06000044,Year ending 2022-06-30,Completions,building-completions,10,Housing Association
E06000044,2022 Q2,Completions,building-completions,10,Local Authority
E06000044,Year ending 2022-09-30,Completions,building-completions,10,Local Authority
E06000044,2022 Q3,Completions,building-completions,0,Local Authority
E06000044,Year ending 2022-06-30,Completions,building-completions,10,Local Authority
E06000044,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E06000044,2022 Q1,Completions,building-completions,0,Local Authority
E06000044,2022 Q1,Completions,building-completions,0,Private Enterprise
E06000044,Year ending 2022-03-31,Completions,building-completions,100,Private Enterprise
E06000044,Year ending 2022-06-30,Completions,building-completions,90,Private Enterprise
E06000044,2022 Q2,Completions,building-completions,20,Private Enterprise
E06000044,2022 Q3,Completions,building-completions,10,Private Enterprise
E06000044,Year ending 2022-09-30,Completions,building-completions,70,Private Enterprise
E06000044,2022 Q3,Completions,building-completions,20,All
E06000044,Year ending 2022-09-30,Completions,building-completions,90,All
E06000044,2022 Q1,Completions,building-completions,0,All
E06000044,Year ending 2022-03-31,Completions,building-completions,130,All
E06000044,2022 Q2,Completions,building-completions,20,All
E06000044,Year ending 2022-06-30,Completions,building-completions,110,All
E07000090,2022 Q1,Completions,building-completions,30,Housing Association
E07000090,Year ending 2022-03-31,Completions,building-completions,90,Housing Association
E07000090,Year ending 2022-09-30,Completions,building-completions,120,Housing Association
E07000090,2022 Q3,Completions,building-completions,50,Housing Association
E07000090,Year ending 2022-06-30,Completions,building-completions,100,Housing Association
E07000090,2022 Q2,Completions,building-completions,20,Housing Association
E07000090,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000090,2022 Q3,Completions,building-completions,0,Local Authority
E07000090,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000090,2022 Q2,Completions,building-completions,0,Local Authority
E07000090,2022 Q1,Completions,building-completions,0,Local Authority
E07000090,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000090,Year ending 2022-03-31,Completions,building-completions,240,Private Enterprise
E07000090,2022 Q1,Completions,building-completions,80,Private Enterprise
E07000090,2022 Q2,Completions,building-completions,80,Private Enterprise
E07000090,Year ending 2022-06-30,Completions,building-completions,260,Private Enterprise
E07000090,Year ending 2022-09-30,Completions,building-completions,290,Private Enterprise
E07000090,2022 Q3,Completions,building-completions,70,Private Enterprise
E07000090,Year ending 2022-09-30,Completions,building-completions,410,All
E07000090,2022 Q3,Completions,building-completions,120,All
E07000090,Year ending 2022-03-31,Completions,building-completions,320,All
E07000090,2022 Q1,Completions,building-completions,110,All
E07000090,Year ending 2022-06-30,Completions,building-completions,350,All
E07000090,2022 Q2,Completions,building-completions,100,All
E07000088,Year ending 2022-03-31,Completions,building-completions,0,Housing Association
E07000088,2022 Q1,Completions,building-completions,0,Housing Association
E07000088,2022 Q3,Completions,building-completions,0,Housing Association
E07000088,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E07000088,2022 Q2,Completions,building-completions,0,Housing Association
E07000088,Year ending 2022-06-30,Completions,building-completions,0,Housing Association
E07000088,2022 Q2,Completions,building-completions,0,Local Authority
E07000088,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000088,2022 Q3,Completions,building-completions,0,Local Authority
E07000088,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000088,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000088,2022 Q1,Completions,building-completions,0,Local Authority
E07000088,2022 Q1,Completions,building-completions,0,Private Enterprise
E07000088,Year ending 2022-03-31,Completions,building-completions,10,Private Enterprise
E07000088,Year ending 2022-06-30,Completions,building-completions,10,Private Enterprise
E07000088,2022 Q2,Completions,building-completions,0,Private Enterprise
E07000088,2022 Q3,Completions,building-completions,0,Private Enterprise
E07000088,Year ending 2022-09-30,Completions,building-completions,0,Private Enterprise
E07000088,2022 Q3,Completions,building-completions,0,All
E07000088,Year ending 2022-09-30,Completions,building-completions,0,All
E07000088,2022 Q1,Completions,building-completions,0,All
E07000088,Year ending 2022-03-31,Completions,building-completions,10,All
E07000088,2022 Q2,Completions,building-completions,0,All
E07000088,Year ending 2022-06-30,Completions,building-completions,10,All
E07000087,2022 Q1,Completions,building-completions,0,Housing Association
E07000087,Year ending 2022-03-31,Completions,building-completions,30,Housing Association
E07000087,Year ending 2022-09-30,Completions,building-completions,20,Housing Association
E07000087,2022 Q3,Completions,building-completions,0,Housing Association
E07000087,Year ending 2022-06-30,Completions,building-completions,20,Housing Association
E07000087,2022 Q2,Completions,building-completions,0,Housing Association
E07000087,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000087,2022 Q3,Completions,building-completions,0,Local Authority
E07000087,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000087,2022 Q2,Completions,building-completions,0,Local Authority
E07000087,2022 Q1,Completions,building-completions,0,Local Authority
E07000087,Year ending 2022-03-31,Completions,building-completions,10,Local Authority
E07000087,Year ending 2022-03-31,Completions,building-completions,50,Private Enterprise
E07000087,2022 Q1,Completions,building-completions,10,Private Enterprise
E07000087,2022 Q2,Completions,building-completions,10,Private Enterprise
E07000087,Year ending 2022-06-30,Completions,building-completions,40,Private Enterprise
E07000087,Year ending 2022-09-30,Completions,building-completions,50,Private Enterprise
E07000087,2022 Q3,Completions,building-completions,10,Private Enterprise
E07000087,Year ending 2022-09-30,Completions,building-completions,70,All
E07000087,2022 Q3,Completions,building-completions,10,All
E07000087,Year ending 2022-03-31,Completions,building-completions,90,All
E07000087,2022 Q1,Completions,building-completions,10,All
E07000087,Year ending 2022-06-30,Completions,building-completions,60,All
E07000087,2022 Q2,Completions,building-completions,10,All
E06000046,2022 Q1,Completions,building-completions,0,Housing Association
E06000046,Year ending 2022-03-31,Completions,building-completions,80,Housing Association
E06000046,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E06000046,2022 Q3,Completions,building-completions,0,Housing Association
E06000046,2022 Q2,Completions,building-completions,0,Housing Association
E06000046,Year ending 2022-06-30,Completions,building-completions,80,Housing Association
E06000046,2022 Q2,Completions,building-completions,0,Local Authority
E06000046,2022 Q3,Completions,building-completions,0,Local Authority
E06000046,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E06000046,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E06000046,2022 Q1,Completions,building-completions,0,Local Authority
E06000046,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E06000046,Year ending 2022-03-31,Completions,building-completions,290,Private Enterprise
E06000046,2022 Q1,Completions,building-completions,80,Private Enterprise
E06000046,Year ending 2022-06-30,Completions,building-completions,290,Private Enterprise
E06000046,2022 Q2,Completions,building-completions,80,Private Enterprise
E06000046,Year ending 2022-09-30,Completions,building-completions,300,Private Enterprise
E06000046,2022 Q3,Completions,building-completions,70,Private Enterprise
E06000046,Year ending 2022-09-30,Completions,building-completions,300,All
E06000046,2022 Q3,Completions,building-completions,70,All
E06000046,Year ending 2022-03-31,Completions,building-completions,370,All
E06000046,2022 Q1,Completions,building-completions,80,All
E06000046,2022 Q2,Completions,building-completions,80,All
E06000046,Year ending 2022-06-30,Completions,building-completions,370,All
E07000123,2022 Q1,Completions,building-completions,30,Housing Association
E07000123,Year ending 2022-03-31,Completions,building-completions,70,Housing Association
E07000123,2022 Q3,Completions,building-completions,50,Housing Association
E07000123,Year ending 2022-09-30,Completions,building-completions,170,Housing Association
E07000123,2022 Q2,Completions,building-completions,70,Housing Association
E07000123,Year ending 2022-06-30,Completions,building-completions,130,Housing Association
E07000123,2022 Q2,Completions,building-completions,0,Local Authority
E07000123,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000123,2022 Q3,Completions,building-completions,0,Local Authority
E07000123,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000123,2022 Q1,Completions,building-completions,0,Local Authority
E07000123,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000123,Year ending 2022-03-31,Completions,building-completions,590,Private Enterprise
E07000123,2022 Q1,Completions,building-completions,160,Private Enterprise
E07000123,Year ending 2022-06-30,Completions,building-completions,700,Private Enterprise
E07000123,2022 Q2,Completions,building-completions,210,Private Enterprise
E07000123,2022 Q3,Completions,building-completions,230,Private Enterprise
E07000123,Year ending 2022-09-30,Completions,building-completions,760,Private Enterprise
E07000123,2022 Q3,Completions,building-completions,290,All
E07000123,Year ending 2022-09-30,Completions,building-completions,930,All
E07000123,Year ending 2022-03-31,Completions,building-completions,660,All
E07000123,2022 Q1,Completions,building-completions,190,All
E07000123,2022 Q2,Completions,building-completions,280,All
E07000123,Year ending 2022-06-30,Completions,building-completions,830,All
E06000038,2022 Q1,Completions,building-completions,90,Housing Association
E06000038,Year ending 2022-03-31,Completions,building-completions,170,Housing Association
E06000038,2022 Q3,Completions,building-completions,0,Housing Association
E06000038,Year ending 2022-09-30,Completions,building-completions,110,Housing Association
E06000038,2022 Q2,Completions,building-completions,20,Housing Association
E06000038,Year ending 2022-06-30,Completions,building-completions,190,Housing Association
E06000038,2022 Q2,Completions,building-completions,0,Local Authority
E06000038,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E06000038,2022 Q3,Completions,building-completions,0,Local Authority
E06000038,Year ending 2022-06-30,Completions,building-completions,90,Local Authority
