FeatureCode,DateCode,Measurement,Units,Value,Tenure
E08000032,2022 Q3,Completions,building-completions,190,All
E08000032,2022 Q1,Completions,building-completions,110,All
E08000032,Year ending 2022-03-31,Completions,building-completions,650,All
E08000032,2022 Q2,Completions,building-completions,160,All
E08000032,Year ending 2022-06-30,Completions,building-completions,640,All
E08000035,Year ending 2022-03-31,Completions,building-completions,270,Housing Association
E08000035,2022 Q1,Completions,building-completions,80,Housing Association
E08000035,Year ending 2022-09-30,Completions,building-completions,400,Housing Association
E08000035,2022 Q3,Completions,building-completions,120,Housing Association
E08000035,2022 Q2,Completions,building-completions,90,Housing Association
E08000035,Year ending 2022-06-30,Completions,building-completions,310,Housing Association
E08000035,2022 Q2,Completions,building-completions,0,Local Authority
E08000035,2022 Q3,Completions,building-completions,0,Local Authority
E08000035,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E08000035,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E08000035,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E08000035,2022 Q1,Completions,building-completions,0,Local Authority
E08000035,2022 Q1,Completions,building-completions,500,Private Enterprise
E08000035,Year ending 2022-03-31,Completions,building-completions,1410,Private Enterprise
E08000035,Year ending 2022-06-30,Completions,building-completions,1730,Private Enterprise
E08000035,2022 Q2,Completions,building-completions,680,Private Enterprise
E08000035,Year ending 2022-09-30,Completions,building-completions,1840,Private Enterprise
E08000035,2022 Q3,Completions,building-completions,330,Private Enterprise
E08000035,Year ending 2022-09-30,Completions,building-completions,2240,All
E08000035,2022 Q3,Completions,building-completions,450,All
E08000035,2022 Q1,Completions,building-completions,580,All
E08000035,Year ending 2022-03-31,Completions,building-completions,1690,All
E08000035,2022 Q2,Completions,building-completions,770,All
E08000035,Year ending 2022-06-30,Completions,building-completions,2040,All
E08000034,2022 Q1,Completions,building-completions,10,Housing Association
E08000034,Year ending 2022-03-31,Completions,building-completions,30,Housing Association
E08000034,Year ending 2022-09-30,Completions,building-completions,40,Housing Association
E08000034,2022 Q3,Completions,building-completions,10,Housing Association
E08000034,2022 Q2,Completions,building-completions,20,Housing Association
E08000034,Year ending 2022-06-30,Completions,building-completions,40,Housing Association
E08000034,2022 Q2,Completions,building-completions,0,Local Authority
E08000034,2022 Q3,Completions,building-completions,0,Local Authority
E08000034,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E08000034,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E08000034,2022 Q1,Completions,building-completions,0,Local Authority
E08000034,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E08000034,Year ending 2022-03-31,Completions,building-completions,840,Private Enterprise
E08000034,2022 Q1,Completions,building-completions,160,Private Enterprise
E08000034,Year ending 2022-06-30,Completions,building-completions,750,Private Enterprise
E08000034,2022 Q2,Completions,building-completions,230,Private Enterprise
E08000034,Year ending 2022-09-30,Completions,building-completions,760,Private Enterprise
E08000034,2022 Q3,Completions,building-completions,200,Private Enterprise
E08000034,Year ending 2022-09-30,Completions,building-completions,790,All
E08000034,2022 Q3,Completions,building-completions,210,All
E08000034,Year ending 2022-03-31,Completions,building-completions,870,All
E08000034,2022 Q1,Completions,building-completions,170,All
E08000034,2022 Q2,Completions,building-completions,260,All
E08000034,Year ending 2022-06-30,Completions,building-completions,790,All
E08000033,Year ending 2022-03-31,Completions,building-completions,70,Housing Association
E08000033,2022 Q1,Completions,building-completions,20,Housing Association
E08000033,2022 Q3,Completions,building-completions,0,Housing Association
E08000033,Year ending 2022-09-30,Completions,building-completions,50,Housing Association
E08000033,2022 Q2,Completions,building-completions,0,Housing Association
E08000033,Year ending 2022-06-30,Completions,building-completions,70,Housing Association
E08000033,2022 Q2,Completions,building-completions,0,Local Authority
E08000033,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E08000033,2022 Q3,Completions,building-completions,0,Local Authority
E08000033,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E08000033,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E08000033,2022 Q1,Completions,building-completions,0,Local Authority
E08000033,2022 Q1,Completions,building-completions,60,Private Enterprise
E08000033,Year ending 2022-03-31,Completions,building-completions,220,Private Enterprise
E08000033,Year ending 2022-06-30,Completions,building-completions,180,Private Enterprise
E08000033,2022 Q2,Completions,building-completions,50,Private Enterprise
E08000033,2022 Q3,Completions,building-completions,40,Private Enterprise
E08000033,Year ending 2022-09-30,Completions,building-completions,190,Private Enterprise
E08000033,2022 Q3,Completions,building-completions,40,All
E08000033,Year ending 2022-09-30,Completions,building-completions,240,All
E08000033,2022 Q1,Completions,building-completions,80,All
E08000033,Year ending 2022-03-31,Completions,building-completions,290,All
E08000033,2022 Q2,Completions,building-completions,50,All
E08000033,Year ending 2022-06-30,Completions,building-completions,250,All
E07000165,Year ending 2022-03-31,Completions,building-completions,270,Housing Association
E07000165,2022 Q1,Completions,building-completions,60,Housing Association
E07000165,Year ending 2022-09-30,Completions,building-completions,280,Housing Association
E07000165,2022 Q3,Completions,building-completions,60,Housing Association
E07000165,Year ending 2022-06-30,Completions,building-completions,270,Housing Association
E07000165,2022 Q2,Completions,building-completions,70,Housing Association
E07000165,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000165,2022 Q3,Completions,building-completions,0,Local Authority
E07000165,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000165,2022 Q2,Completions,building-completions,0,Local Authority
E07000165,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000165,2022 Q1,Completions,building-completions,0,Local Authority
E07000165,2022 Q1,Completions,building-completions,140,Private Enterprise
E07000165,Year ending 2022-03-31,Completions,building-completions,770,Private Enterprise
E07000165,2022 Q2,Completions,building-completions,210,Private Enterprise
E07000165,Year ending 2022-06-30,Completions,building-completions,800,Private Enterprise
E07000165,Year ending 2022-09-30,Completions,building-completions,700,Private Enterprise
E07000165,2022 Q3,Completions,building-completions,170,Private Enterprise
E07000165,Year ending 2022-09-30,Completions,building-completions,980,All
E07000165,2022 Q3,Completions,building-completions,230,All
E07000165,2022 Q1,Completions,building-completions,200,All
E07000165,Year ending 2022-03-31,Completions,building-completions,1050,All
E07000165,Year ending 2022-06-30,Completions,building-completions,1070,All
E07000165,2022 Q2,Completions,building-completions,280,All
E07000091,2022 Q1,Completions,building-completions,0,Housing Association
E07000091,Year ending 2022-03-31,Completions,building-completions,0,Housing Association
E07000091,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E07000091,2022 Q3,Completions,building-completions,0,Housing Association
E07000091,2022 Q2,Completions,building-completions,0,Housing Association
E07000091,Year ending 2022-06-30,Completions,building-completions,0,Housing Association
E07000091,2022 Q2,Completions,building-completions,0,Local Authority
E07000091,2022 Q3,Completions,building-completions,0,Local Authority
E07000091,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000091,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000091,2022 Q1,Completions,building-completions,0,Local Authority
E07000091,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000091,Year ending 2022-03-31,Completions,building-completions,150,Private Enterprise
E07000091,2022 Q1,Completions,building-completions,20,Private Enterprise
E07000091,Year ending 2022-06-30,Completions,building-completions,110,Private Enterprise
E07000091,2022 Q2,Completions,building-completions,20,Private Enterprise
E07000091,Year ending 2022-09-30,Completions,building-completions,100,Private Enterprise
E07000091,2022 Q3,Completions,building-completions,30,Private Enterprise
E07000091,Year ending 2022-09-30,Completions,building-completions,100,All
E07000091,2022 Q3,Completions,building-completions,30,All
E07000091,Year ending 2022-03-31,Completions,building-completions,150,All
E07000091,2022 Q1,Completions,building-completions,20,All
E07000091,2022 Q2,Completions,building-completions,20,All
E07000091,Year ending 2022-06-30,Completions,building-completions,110,All
E08000002,2022 Q1,Completions,building-completions,0,Housing Association
E08000002,Year ending 2022-03-31,Completions,building-completions,0,Housing Association
E08000002,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E08000002,2022 Q3,Completions,building-completions,0,Housing Association
E08000002,2022 Q2,Completions,building-completions,0,Housing Association
E08000002,Year ending 2022-06-30,Completions,building-completions,0,Housing Association
E08000002,2022 Q2,Completions,building-completions,0,Local Authority
E08000002,2022 Q3,Completions,building-completions,0,Local Authority
E08000002,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E08000002,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E08000002,2022 Q1,Completions,building-completions,0,Local Authority
E08000002,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E08000002,Year ending 2022-03-31,Completions,building-completions,280,Private Enterprise
E08000002,2022 Q1,Completions,building-completions,70,Private Enterprise
E08000002,Year ending 2022-06-30,Completions,building-completions,300,Private Enterprise
E08000002,2022 Q2,Completions,building-completions,70,Private Enterprise
E08000002,Year ending 2022-09-30,Completions,building-completions,270,Private Enterprise
E08000002,2022 Q3,Completions,building-completions,40,Private Enterprise
E08000002,Year ending 2022-09-30,Completions,building-completions,270,All
E08000002,2022 Q3,Completions,building-completions,40,All
E08000002,Year ending 2022-03-31,Completions,building-completions,280,All
E08000002,2022 Q1,Completions,building-completions,70,All
E08000002,2022 Q2,Completions,building-completions,70,All
E08000002,Year ending 2022-06-30,Completions,building-completions,300,All
E08000001,Year ending 2022-03-31,Completions,building-completions,230,Housing Association
E08000001,2022 Q1,Completions,building-completions,40,Housing Association
E08000001,2022 Q3,Completions,building-completions,40,Housing Association
E08000001,Year ending 2022-09-30,Completions,building-completions,310,Housing Association
E08000001,Year ending 2022-06-30,Completions,building-completions,300,Housing Association
E08000001,2022 Q2,Completions,building-completions,70,Housing Association
E08000001,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E08000001,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E08000001,2022 Q3,Completions,building-completions,0,Local Authority
E08000001,2022 Q2,Completions,building-completions,0,Local Authority
E08000001,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E08000001,2022 Q1,Completions,building-completions,0,Local Authority
E08000001,2022 Q1,Completions,building-completions,70,Private Enterprise
E08000001,Year ending 2022-03-31,Completions,building-completions,400,Private Enterprise
E08000001,2022 Q2,Completions,building-completions,40,Private Enterprise
E08000001,Year ending 2022-06-30,Completions,building-completions,350,Private Enterprise
E08000001,2022 Q3,Completions,building-completions,70,Private Enterprise
E08000001,Year ending 2022-09-30,Completions,building-completions,270,Private Enterprise
E08000001,2022 Q3,Completions,building-completions,110,All
E08000001,Year ending 2022-09-30,Completions,building-completions,580,All
E08000001,2022 Q1,Completions,building-completions,110,All
E08000001,Year ending 2022-03-31,Completions,building-completions,620,All
E08000001,Year ending 2022-06-30,Completions,building-completions,640,All
E08000001,2022 Q2,Completions,building-completions,110,All
E08000006,2022 Q1,Completions,building-completions,0,Housing Association
E08000006,Year ending 2022-03-31,Completions,building-completions,10,Housing Association
E08000006,Year ending 2022-09-30,Completions,building-completions,40,Housing Association
E08000006,2022 Q3,Completions,building-completions,10,Housing Association
E08000006,2022 Q2,Completions,building-completions,20,Housing Association
E08000006,Year ending 2022-06-30,Completions,building-completions,30,Housing Association
E08000006,2022 Q2,Completions,building-completions,0,Local Authority
E08000006,2022 Q3,Completions,building-completions,0,Local Authority
E08000006,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E08000006,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E08000006,2022 Q1,Completions,building-completions,0,Local Authority
E08000006,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E08000006,Year ending 2022-03-31,Completions,building-completions,2520,Private Enterprise
E08000006,2022 Q1,Completions,building-completions,1050,Private Enterprise
E08000006,Year ending 2022-06-30,Completions,building-completions,2080,Private Enterprise
E08000006,2022 Q2,Completions,building-completions,90,Private Enterprise
E08000006,Year ending 2022-09-30,Completions,building-completions,1770,Private Enterprise
E08000006,2022 Q3,Completions,building-completions,150,Private Enterprise
E08000006,Year ending 2022-09-30,Completions,building-completions,1810,All
E08000006,2022 Q3,Completions,building-completions,160,All
E08000006,Year ending 2022-03-31,Completions,building-completions,2530,All
E08000006,2022 Q1,Completions,building-completions,1060,All
E08000006,2022 Q2,Completions,building-completions,110,All
E08000006,Year ending 2022-06-30,Completions,building-completions,2100,All
E08000005,Year ending 2022-03-31,Completions,building-completions,40,Housing Association
E08000005,2022 Q1,Completions,building-completions,0,Housing Association
E08000005,2022 Q3,Completions,building-completions,10,Housing Association
E08000005,Year ending 2022-09-30,Completions,building-completions,20,Housing Association
E08000005,Year ending 2022-06-30,Completions,building-completions,20,Housing Association
E08000005,2022 Q2,Completions,building-completions,0,Housing Association
E08000005,Year ending 2022-06-30,Completions,building-completions,10,Local Authority
E08000005,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E08000005,2022 Q3,Completions,building-completions,0,Local Authority
E08000005,2022 Q2,Completions,building-completions,0,Local Authority
E08000005,Year ending 2022-03-31,Completions,building-completions,10,Local Authority
E08000005,2022 Q1,Completions,building-completions,0,Local Authority
E08000005,2022 Q1,Completions,building-completions,100,Private Enterprise
E08000005,Year ending 2022-03-31,Completions,building-completions,370,Private Enterprise
E08000005,2022 Q2,Completions,building-completions,100,Private Enterprise
E08000005,Year ending 2022-06-30,Completions,building-completions,390,Private Enterprise
E08000005,2022 Q3,Completions,building-completions,170,Private Enterprise
E08000005,Year ending 2022-09-30,Completions,building-completions,480,Private Enterprise
E08000005,2022 Q3,Completions,building-completions,190,All
E08000005,Year ending 2022-09-30,Completions,building-completions,500,All
E08000005,2022 Q1,Completions,building-completions,100,All
E08000005,Year ending 2022-03-31,Completions,building-completions,420,All
E08000005,Year ending 2022-06-30,Completions,building-completions,430,All
E08000005,2022 Q2,Completions,building-completions,100,All
E06000043,Year ending 2022-03-31,Completions,building-completions,100,Housing Association
E06000043,2022 Q1,Completions,building-completions,30,Housing Association
E06000043,Year ending 2022-09-30,Completions,building-completions,80,Housing Association
E06000043,2022 Q3,Completions,building-completions,0,Housing Association
E06000043,2022 Q2,Completions,building-completions,0,Housing Association
E06000043,Year ending 2022-06-30,Completions,building-completions,80,Housing Association
E06000043,2022 Q2,Completions,building-completions,0,Local Authority
E06000043,2022 Q3,Completions,building-completions,0,Local Authority
E06000043,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E06000043,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E06000043,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E06000043,2022 Q1,Completions,building-completions,0,Local Authority
E06000043,2022 Q1,Completions,building-completions,20,Private Enterprise
E06000043,Year ending 2022-03-31,Completions,building-completions,80,Private Enterprise
E06000043,Year ending 2022-06-30,Completions,building-completions,60,Private Enterprise
E06000043,2022 Q2,Completions,building-completions,20,Private Enterprise
E06000043,Year ending 2022-09-30,Completions,building-completions,60,Private Enterprise
E06000043,2022 Q3,Completions,building-completions,10,Private Enterprise
E06000043,Year ending 2022-09-30,Completions,building-completions,140,All
E06000043,2022 Q3,Completions,building-completions,10,All
E06000043,2022 Q1,Completions,building-completions,50,All
E06000043,Year ending 2022-03-31,Completions,building-completions,180,All
E06000043,2022 Q2,Completions,building-completions,20,All
E06000043,Year ending 2022-06-30,Completions,building-completions,130,All
E07000228,2022 Q1,Completions,building-completions,50,Housing Association
E07000228,Year ending 2022-03-31,Completions,building-completions,200,Housing Association
E07000228,Year ending 2022-09-30,Completions,building-completions,280,Housing Association
E07000228,2022 Q3,Completions,building-completions,50,Housing Association
E07000228,2022 Q2,Completions,building-completions,110,Housing Association
E07000228,Year ending 2022-06-30,Completions,building-completions,290,Housing Association
E07000228,2022 Q2,Completions,building-completions,0,Local Authority
E07000228,2022 Q3,Completions,building-completions,0,Local Authority
E07000228,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000228,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000228,2022 Q1,Completions,building-completions,0,Local Authority
E07000228,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000228,Year ending 2022-03-31,Completions,building-completions,650,Private Enterprise
E07000228,2022 Q1,Completions,building-completions,160,Private Enterprise
E07000228,Year ending 2022-06-30,Completions,building-completions,600,Private Enterprise
E07000228,2022 Q2,Completions,building-completions,120,Private Enterprise
E07000228,Year ending 2022-09-30,Completions,building-completions,700,Private Enterprise
E07000228,2022 Q3,Completions,building-completions,250,Private Enterprise
E07000228,Year ending 2022-09-30,Completions,building-completions,980,All
E07000228,2022 Q3,Completions,building-completions,300,All
E07000228,Year ending 2022-03-31,Completions,building-completions,840,All
E07000228,2022 Q1,Completions,building-completions,210,All
E07000228,2022 Q2,Completions,building-completions,230,All
E07000228,Year ending 2022-06-30,Completions,building-completions,890,All
E07000063,Year ending 2022-03-31,Completions,building-completions,140,Housing Association
E07000063,2022 Q1,Completions,building-completions,30,Housing Association
E07000063,2022 Q3,Completions,building-completions,20,Housing Association
E07000063,Year ending 2022-09-30,Completions,building-completions,110,Housing Association
E07000063,Year ending 2022-06-30,Completions,building-completions,110,Housing Association
E07000063,2022 Q2,Completions,building-completions,0,Housing Association
E07000063,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000063,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000063,2022 Q3,Completions,building-completions,0,Local Authority
E07000063,2022 Q2,Completions,building-completions,0,Local Authority
E07000063,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000063,2022 Q1,Completions,building-completions,0,Local Authority
E07000063,2022 Q1,Completions,building-completions,80,Private Enterprise
E07000063,Year ending 2022-03-31,Completions,building-completions,330,Private Enterprise
E07000063,2022 Q2,Completions,building-completions,120,Private Enterprise
E07000063,Year ending 2022-06-30,Completions,building-completions,340,Private Enterprise
E07000063,2022 Q3,Completions,building-completions,60,Private Enterprise
E07000063,Year ending 2022-09-30,Completions,building-completions,330,Private Enterprise
E07000063,2022 Q3,Completions,building-completions,80,All
E07000063,Year ending 2022-09-30,Completions,building-completions,430,All
E07000063,2022 Q1,Completions,building-completions,110,All
E07000063,Year ending 2022-03-31,Completions,building-completions,470,All
E07000063,Year ending 2022-06-30,Completions,building-completions,450,All
E07000063,2022 Q2,Completions,building-completions,120,All
E07000229,Year ending 2022-03-31,Completions,building-completions,20,Housing Association
E07000229,2022 Q1,Completions,building-completions,20,Housing Association
E07000229,2022 Q3,Completions,building-completions,0,Housing Association
E07000229,Year ending 2022-09-30,Completions,building-completions,40,Housing Association
E07000229,Year ending 2022-06-30,Completions,building-completions,30,Housing Association
E07000229,2022 Q2,Completions,building-completions,10,Housing Association
E07000229,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000229,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000229,2022 Q3,Completions,building-completions,0,Local Authority
E07000229,2022 Q2,Completions,building-completions,0,Local Authority
E07000229,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000229,2022 Q1,Completions,building-completions,0,Local Authority
E07000229,2022 Q1,Completions,building-completions,20,Private Enterprise
E07000229,Year ending 2022-03-31,Completions,building-completions,250,Private Enterprise
E07000229,2022 Q2,Completions,building-completions,30,Private Enterprise
E07000229,Year ending 2022-06-30,Completions,building-completions,230,Private Enterprise
E07000229,2022 Q3,Completions,building-completions,40,Private Enterprise
E07000229,Year ending 2022-09-30,Completions,building-completions,110,Private Enterprise
E07000229,2022 Q3,Completions,building-completions,40,All
E07000229,Year ending 2022-09-30,Completions,building-completions,150,All
E07000229,2022 Q1,Completions,building-completions,30,All
E07000229,Year ending 2022-03-31,Completions,building-completions,280,All
E07000229,Year ending 2022-06-30,Completions,building-completions,260,All
E07000229,2022 Q2,Completions,building-completions,40,All
E07000227,2022 Q1,Completions,building-completions,20,Housing Association
E07000227,Year ending 2022-03-31,Completions,building-completions,90,Housing Association
E07000227,2022 Q3,Completions,building-completions,20,Housing Association
E07000227,Year ending 2022-09-30,Completions,building-completions,70,Housing Association
E07000227,2022 Q2,Completions,building-completions,10,Housing Association
E07000227,Year ending 2022-06-30,Completions,building-completions,50,Housing Association
E07000227,2022 Q2,Completions,building-completions,0,Local Authority
E07000227,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000227,2022 Q3,Completions,building-completions,0,Local Authority
E07000227,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000227,2022 Q1,Completions,building-completions,0,Local Authority
E07000227,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000227,2022 Q1,Completions,building-completions,110,Private Enterprise
E07000227,Year ending 2022-03-31,Completions,building-completions,460,Private Enterprise
E07000227,Year ending 2022-06-30,Completions,building-completions,420,Private Enterprise
E07000227,2022 Q2,Completions,building-completions,90,Private Enterprise
E07000227,2022 Q3,Completions,building-completions,90,Private Enterprise
E07000227,Year ending 2022-09-30,Completions,building-completions,430,Private Enterprise
E07000227,2022 Q3,Completions,building-completions,110,All
E07000227,Year ending 2022-09-30,Completions,building-completions,500,All
E07000227,2022 Q1,Completions,building-completions,130,All
E07000227,Year ending 2022-03-31,Completions,building-completions,560,All
E07000227,2022 Q2,Completions,building-completions,100,All
E07000227,Year ending 2022-06-30,Completions,building-completions,470,All
E07000224,2022 Q1,Completions,building-completions,10,Housing Association
E07000224,Year ending 2022-03-31,Completions,building-completions,50,Housing Association
E07000224,Year ending 2022-09-30,Completions,building-completions,140,Housing Association
E07000224,2022 Q3,Completions,building-completions,60,Housing Association
E07000224,Year ending 2022-06-30,Completions,building-completions,90,Housing Association
E07000224,2022 Q2,Completions,building-completions,70,Housing Association
E07000224,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000224,2022 Q3,Completions,building-completions,0,Local Authority
E07000224,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000224,2022 Q2,Completions,building-completions,0,Local Authority
E07000224,2022 Q1,Completions,building-completions,0,Local Authority
E07000224,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000224,Year ending 2022-03-31,Completions,building-completions,430,Private Enterprise
E07000224,2022 Q1,Completions,building-completions,110,Private Enterprise
E07000224,2022 Q2,Completions,building-completions,190,Private Enterprise
E07000224,Year ending 2022-06-30,Completions,building-completions,490,Private Enterprise
E07000224,Year ending 2022-09-30,Completions,building-completions,540,Private Enterprise
E07000224,2022 Q3,Completions,building-completions,150,Private Enterprise
E07000224,Year ending 2022-09-30,Completions,building-completions,680,All
E07000224,2022 Q3,Completions,building-completions,200,All
E07000224,Year ending 2022-03-31,Completions,building-completions,490,All
E07000224,2022 Q1,Completions,building-completions,120,All
E07000224,Year ending 2022-06-30,Completions,building-completions,580,All
E07000224,2022 Q2,Completions,building-completions,260,All
E07000223,Year ending 2022-03-31,Completions,building-completions,0,Housing Association
E07000223,2022 Q1,Completions,building-completions,0,Housing Association
E07000223,2022 Q3,Completions,building-completions,0,Housing Association
E07000223,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E07000223,2022 Q2,Completions,building-completions,0,Housing Association
E07000223,Year ending 2022-06-30,Completions,building-completions,0,Housing Association
E07000223,2022 Q2,Completions,building-completions,0,Local Authority
E07000223,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000223,2022 Q3,Completions,building-completions,0,Local Authority
E07000223,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000223,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000223,2022 Q1,Completions,building-completions,0,Local Authority
E07000223,2022 Q1,Completions,building-completions,0,Private Enterprise
E07000223,Year ending 2022-03-31,Completions,building-completions,10,Private Enterprise
E07000223,Year ending 2022-06-30,Completions,building-completions,10,Private Enterprise
E07000223,2022 Q2,Completions,building-completions,0,Private Enterprise
E07000223,2022 Q3,Completions,building-completions,0,Private Enterprise
E07000223,Year ending 2022-09-30,Completions,building-completions,0,Private Enterprise
E07000223,2022 Q3,Completions,building-completions,0,All
E07000223,Year ending 2022-09-30,Completions,building-completions,0,All
E07000223,2022 Q1,Completions,building-completions,0,All
E07000223,Year ending 2022-03-31,Completions,building-completions,10,All
E07000223,2022 Q2,Completions,building-completions,0,All
E07000223,Year ending 2022-06-30,Completions,building-completions,10,All
E07000225,Year ending 2022-03-31,Completions,building-completions,160,Housing Association
E07000225,2022 Q1,Completions,building-completions,60,Housing Association
E07000225,2022 Q3,Completions,building-completions,70,Housing Association
E07000225,Year ending 2022-09-30,Completions,building-completions,230,Housing Association
E07000225,2022 Q2,Completions,building-completions,50,Housing Association
E07000225,Year ending 2022-06-30,Completions,building-completions,190,Housing Association
E07000225,2022 Q2,Completions,building-completions,0,Local Authority
E07000225,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000225,2022 Q3,Completions,building-completions,0,Local Authority
E07000225,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000225,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000225,2022 Q1,Completions,building-completions,0,Local Authority
E07000225,2022 Q1,Completions,building-completions,90,Private Enterprise
E07000225,Year ending 2022-03-31,Completions,building-completions,430,Private Enterprise
E07000225,Year ending 2022-06-30,Completions,building-completions,460,Private Enterprise
E07000225,2022 Q2,Completions,building-completions,140,Private Enterprise
E07000225,2022 Q3,Completions,building-completions,120,Private Enterprise
E07000225,Year ending 2022-09-30,Completions,building-completions,460,Private Enterprise
E07000225,2022 Q3,Completions,building-completions,190,All
E07000225,Year ending 2022-09-30,Completions,building-completions,680,All
E07000225,2022 Q1,Completions,building-completions,150,All
E07000225,Year ending 2022-03-31,Completions,building-completions,590,All
E07000225,2022 Q2,Completions,building-completions,190,All
E07000225,Year ending 2022-06-30,Completions,building-completions,650,All
E07000065,Year ending 2022-03-31,Completions,building-completions,160,Housing Association
E07000065,2022 Q1,Completions,building-completions,40,Housing Association
E07000065,Year ending 2022-09-30,Completions,building-completions,140,Housing Association
E07000065,2022 Q3,Completions,building-completions,20,Housing Association
E07000065,2022 Q2,Completions,building-completions,20,Housing Association
E07000065,Year ending 2022-06-30,Completions,building-completions,150,Housing Association
E07000065,2022 Q2,Completions,building-completions,0,Local Authority
E07000065,2022 Q3,Completions,building-completions,0,Local Authority
E07000065,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000065,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000065,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000065,2022 Q1,Completions,building-completions,0,Local Authority
E07000065,2022 Q1,Completions,building-completions,110,Private Enterprise
E07000065,Year ending 2022-03-31,Completions,building-completions,550,Private Enterprise
E07000065,Year ending 2022-06-30,Completions,building-completions,530,Private Enterprise
E07000065,2022 Q2,Completions,building-completions,120,Private Enterprise
E07000065,Year ending 2022-09-30,Completions,building-completions,490,Private Enterprise
E07000065,2022 Q3,Completions,building-completions,90,Private Enterprise
E07000065,Year ending 2022-09-30,Completions,building-completions,640,All
E07000065,2022 Q3,Completions,building-completions,120,All
E07000065,2022 Q1,Completions,building-completions,150,All
E07000065,Year ending 2022-03-31,Completions,building-completions,720,All
E07000065,2022 Q2,Completions,building-completions,140,All
E07000065,Year ending 2022-06-30,Completions,building-completions,670,All
E07000061,Year ending 2022-03-31,Completions,building-completions,0,Housing Association
E07000061,2022 Q1,Completions,building-completions,0,Housing Association
E07000061,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E07000061,2022 Q3,Completions,building-completions,0,Housing Association
E07000061,2022 Q2,Completions,building-completions,0,Housing Association
E07000061,Year ending 2022-06-30,Completions,building-completions,0,Housing Association
E07000061,2022 Q2,Completions,building-completions,0,Local Authority
E07000061,2022 Q3,Completions,building-completions,0,Local Authority
E07000061,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000061,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000061,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000061,2022 Q1,Completions,building-completions,0,Local Authority
E07000061,2022 Q1,Completions,building-completions,10,Private Enterprise
