FeatureCode,DateCode,Measurement,Units,Value
E01025422,2007,IMD score,,23.6
E01008812,2007,IMD score,,47.25
E01025209,2007,IMD score,,26.18
E01007116,2007,IMD score,,13.23
E01019166,2007,IMD score,,42.39
E01023928,2007,IMD score,,10.54
E01022445,2007,IMD score,,12.26
E01005835,2007,IMD score,,6.27
E01017885,2007,IMD score,,5.5
E01004352,2007,IMD score,,12.71
E01004139,2007,IMD score,,9.3
E01016189,2007,IMD score,,14.64
E01015614,2007,IMD score,,19.79
E01027664,2007,IMD score,,5.28
E01017012,2007,IMD score,,19.51
E01002858,2007,IMD score,,18.06
E01014131,2007,IMD score,,8.83
E01026181,2007,IMD score,,11.75
E01009571,2007,IMD score,,64.67
E01009358,2007,IMD score,,75.57
E01001375,2007,IMD score,,7.31
E01032341,2007,IMD score,,4.03
E01032128,2007,IMD score,,15.77
E01000800,2007,IMD score,,30.04
E01012850,2007,IMD score,,55.4
E01012637,2007,IMD score,,69.1
E01024687,2007,IMD score,,52.16
E01030847,2007,IMD score,,9.34
E01011154,2007,IMD score,,27.32
E01025510,2007,IMD score,,5.61
E01006594,2007,IMD score,,12.24
E01008900,2007,IMD score,,59.53
E01007204,2007,IMD score,,70.73
E01019254,2007,IMD score,,10.84
E01022533,2007,IMD score,,7.51
E01005923,2007,IMD score,,2.22
E01017973,2007,IMD score,,16.18
E01029033,2007,IMD score,,10.26
E01021050,2007,IMD score,,22.64
E01004440,2007,IMD score,,34.56
E01016490,2007,IMD score,,47.06
E01014879,2007,IMD score,,2.91
E01004227,2007,IMD score,,46.92
E01016277,2007,IMD score,,4.67
E01013396,2007,IMD score,,15.58
E01015702,2007,IMD score,,29.78
E01027752,2007,IMD score,,16.39
E01017100,2007,IMD score,,12.45
E01027539,2007,IMD score,,43.38
E01002946,2007,IMD score,,11.23
E01026056,2007,IMD score,,23.71
E01014006,2007,IMD score,,14.41
E01009446,2007,IMD score,,13.13
E01001463,2007,IMD score,,24.85
E01032216,2007,IMD score,,9.27
E01012725,2007,IMD score,,19.37
E01024775,2007,IMD score,,28.07
E01030935,2007,IMD score,,2.75
E01011242,2007,IMD score,,27.66
E01023292,2007,IMD score,,8.11
E01006682,2007,IMD score,,9.8
E01011029,2007,IMD score,,62.64
E01023079,2007,IMD score,,13.49
E01006469,2007,IMD score,,79.21
E01029994,2007,IMD score,,54.49
E01019342,2007,IMD score,,8.87
E01021798,2007,IMD score,,8.3
E01019129,2007,IMD score,,11.64
E01028298,2007,IMD score,,13.31
E01022621,2007,IMD score,,16.64
E01022408,2007,IMD score,,8.12
E01029121,2007,IMD score,,11.35
E01017848,2007,IMD score,,1.29
E01014967,2007,IMD score,,2.13
E01004315,2007,IMD score,,51.46
E01016365,2007,IMD score,,12.62
E01013484,2007,IMD score,,59.17
E01027840,2007,IMD score,,27.05
E01027627,2007,IMD score,,10.33
E01031694,2007,IMD score,,5.36
E01026144,2007,IMD score,,16.87
E01009534,2007,IMD score,,35.34
E01001551,2007,IMD score,,36.65
E01001338,2007,IMD score,,32.69
E01032304,2007,IMD score,,41.99
E01008051,2007,IMD score,,24.19
E01012813,2007,IMD score,,10.69
E01024863,2007,IMD score,,42.6
E01011330,2007,IMD score,,27.36
E01023380,2007,IMD score,,3.68
E01006770,2007,IMD score,,60.57
E01011117,2007,IMD score,,7.69
E01023167,2007,IMD score,,9.43
E01006557,2007,IMD score,,34.39
E01005074,2007,IMD score,,48.64
E01019430,2007,IMD score,,9.66
E01029869,2007,IMD score,,18.58
E01021886,2007,IMD score,,11.2
E01019217,2007,IMD score,,22.85
E01028386,2007,IMD score,,9.11
E01003793,2007,IMD score,,29.12
E01017936,2007,IMD score,,3.8
E01000699,2007,IMD score,,24.31
E01021013,2007,IMD score,,24.86
E01002097,2007,IMD score,,52.76
E01004403,2007,IMD score,,32.25
E01016453,2007,IMD score,,22.39
E01013572,2007,IMD score,,26.52
E01013359,2007,IMD score,,21.67
E01027715,2007,IMD score,,3.54
E01008799,2007,IMD score,,12.57
E01031782,2007,IMD score,,14.15
E01031569,2007,IMD score,,19.94
E01002909,2007,IMD score,,38.29
E01026232,2007,IMD score,,18.2
E01009622,2007,IMD score,,42.91
E01030086,2007,IMD score,,10.35
E01026019,2007,IMD score,,25.89
E01009409,2007,IMD score,,38.56
E01001426,2007,IMD score,,43.68
E01010595,2007,IMD score,,26.08
E01012901,2007,IMD score,,21.62
E01024951,2007,IMD score,,43.29
E01024738,2007,IMD score,,12.27
E01011205,2007,IMD score,,9.06
E01023255,2007,IMD score,,11.63
E01006645,2007,IMD score,,69.59
E01018695,2007,IMD score,,8
E01005162,2007,IMD score,,32.34
E01029957,2007,IMD score,,9.22
E01021974,2007,IMD score,,25.79
E01019305,2007,IMD score,,19.53
E01028474,2007,IMD score,,11.36
E01020491,2007,IMD score,,8.17
E01003881,2007,IMD score,,3.73
E01020278,2007,IMD score,,21.53
E01003668,2007,IMD score,,13.16
E01000787,2007,IMD score,,20.84
E01021101,2007,IMD score,,19.25
E01002185,2007,IMD score,,32.4
E01016541,2007,IMD score,,3.69
E01013660,2007,IMD score,,34.87
E01016328,2007,IMD score,,10.77
E01027803,2007,IMD score,,22.91
E01013447,2007,IMD score,,32.1
E01025497,2007,IMD score,,7.44
E01008887,2007,IMD score,,43.5
E01031870,2007,IMD score,,5.35
E01031657,2007,IMD score,,13.65
E01026320,2007,IMD score,,7.72
E01009710,2007,IMD score,,14.88
E01030174,2007,IMD score,,13.43
E01026107,2007,IMD score,,17.09
E01001514,2007,IMD score,,25.26
E01010683,2007,IMD score,,6.29
E01008014,2007,IMD score,,43.59
E01024826,2007,IMD score,,9.15
E01023343,2007,IMD score,,35.93
E01006733,2007,IMD score,,48.08
E01018783,2007,IMD score,,16.92
E01005250,2007,IMD score,,56.16
E01015689,2007,IMD score,,4.89
E01005037,2007,IMD score,,12.76
E01017087,2007,IMD score,,21.15
E01021849,2007,IMD score,,23.85
E01028562,2007,IMD score,,15.4
E01028349,2007,IMD score,,11.9
E01020366,2007,IMD score,,7.14
E01003756,2007,IMD score,,22.05
E01002273,2007,IMD score,,9.95
E01016416,2007,IMD score,,16.75
E01025585,2007,IMD score,,14.19
E01013535,2007,IMD score,,56.01
E01008975,2007,IMD score,,19.89
E01000992,2007,IMD score,,40.06
E01000002,2007,IMD score,,3.63
E01012052,2007,IMD score,,20.48
E01031745,2007,IMD score,,2.87
E01007492,2007,IMD score,,45.2
E01030262,2007,IMD score,,31.39
E01007279,2007,IMD score,,11.35
E01001602,2007,IMD score,,35.56
E01030049,2007,IMD score,,7.99
E01010771,2007,IMD score,,1.97
E01008102,2007,IMD score,,61.24
E01010558,2007,IMD score,,16.6
E01024914,2007,IMD score,,6.62
E01005998,2007,IMD score,,25.34
E01023431,2007,IMD score,,12.34
E01006821,2007,IMD score,,51.71
E01018871,2007,IMD score,,20.79
E01023218,2007,IMD score,,2.99
E01015990,2007,IMD score,,18.75
E01006608,2007,IMD score,,44.63
E01018658,2007,IMD score,,2.12
E01015777,2007,IMD score,,17.41
E01005125,2007,IMD score,,41.43
E01017175,2007,IMD score,,14.62
E01021937,2007,IMD score,,5.27
E01014294,2007,IMD score,,31.27
E01028650,2007,IMD score,,7.36
E01028437,2007,IMD score,,11.96
E01020454,2007,IMD score,,20.4
E01003844,2007,IMD score,,6.61
E01002361,2007,IMD score,,21.76
E01002148,2007,IMD score,,7.72
E01016504,2007,IMD score,,10.06
E01013623,2007,IMD score,,25.29
E01025673,2007,IMD score,,13.64
E01031833,2007,IMD score,,25.67
E01012140,2007,IMD score,,23.4
E01000867,2007,IMD score,,42.92
E01024190,2007,IMD score,,19.01
E01007580,2007,IMD score,,25.56
E01007367,2007,IMD score,,48.45
E01030350,2007,IMD score,,2.7
E01030137,2007,IMD score,,11.56
E01010646,2007,IMD score,,6.49
E01022696,2007,IMD score,,3.87
E01029196,2007,IMD score,,16.65
E01023306,2007,IMD score,,13.65
E01018746,2007,IMD score,,23.2
E01015865,2007,IMD score,,19.55
E01005213,2007,IMD score,,68.91
E01017263,2007,IMD score,,29.39
E01014382,2007,IMD score,,7.72
E01014169,2007,IMD score,,28.36
E01028525,2007,IMD score,,28.62
E01020542,2007,IMD score,,11.87
E01003932,2007,IMD score,,41.82
E01032379,2007,IMD score,,6.47
E01020329,2007,IMD score,,18.16
E01003719,2007,IMD score,,23.68
E01027042,2007,IMD score,,7.39
E01000838,2007,IMD score,,6.53
E01012888,2007,IMD score,,48.19
E01002236,2007,IMD score,,27.78
E01013711,2007,IMD score,,21.23
E01025761,2007,IMD score,,7.49
E01025548,2007,IMD score,,15.24
E01008938,2007,IMD score,,46.96
E01000955,2007,IMD score,,38.52
E01031921,2007,IMD score,,3.16
E01031708,2007,IMD score,,15.17
E01012015,2007,IMD score,,55.93
E01024065,2007,IMD score,,14.53
E01007455,2007,IMD score,,14.66
E01030225,2007,IMD score,,23.06
E01010734,2007,IMD score,,47.09
E01022784,2007,IMD score,,3.04
E01029284,2007,IMD score,,30.31
E01004691,2007,IMD score,,12.11
E01021088,2007,IMD score,,15.67
E01004478,2007,IMD score,,6.81
E01018834,2007,IMD score,,24.49
E01015953,2007,IMD score,,18.55
E01005301,2007,IMD score,,23.46
E01017351,2007,IMD score,,9.24
E01014470,2007,IMD score,,7.65
E01017138,2007,IMD score,,13.39
E01028613,2007,IMD score,,3.99
E01014257,2007,IMD score,,32.21
E01020630,2007,IMD score,,28.13
E01009697,2007,IMD score,,11.68
E01032467,2007,IMD score,,7.47
E01020417,2007,IMD score,,6.38
E01003807,2007,IMD score,,8.58
E01027130,2007,IMD score,,16.61
E01012976,2007,IMD score,,21.91
E01002324,2007,IMD score,,15.63
E01011493,2007,IMD score,,47.83
E01025636,2007,IMD score,,9.91
E01012103,2007,IMD score,,22.31
E01024153,2007,IMD score,,5.17
E01007543,2007,IMD score,,56.42
E01019593,2007,IMD score,,7.37
E01030313,2007,IMD score,,8.77
E01006060,2007,IMD score,,43.56
E01010822,2007,IMD score,,60.89
E01022872,2007,IMD score,,2.52
E01010609,2007,IMD score,,42.28
E01022659,2007,IMD score,,5.44
E01029372,2007,IMD score,,41.79
E01029159,2007,IMD score,,5.37
E01021176,2007,IMD score,,10.57
E01004566,2007,IMD score,,11.23
E01018922,2007,IMD score,,22.78
E01003083,2007,IMD score,,22.21
E01018709,2007,IMD score,,18.62
E01015828,2007,IMD score,,46.2
E01027878,2007,IMD score,,18.03
E01017226,2007,IMD score,,10.31
E01028701,2007,IMD score,,6.79
E01014345,2007,IMD score,,45.93
E01026395,2007,IMD score,,3.35
E01009785,2007,IMD score,,12.34
E01020505,2007,IMD score,,10.31
E01001589,2007,IMD score,,35.98
E01031072,2007,IMD score,,43.87
E01027005,2007,IMD score,,11.99
E01008089,2007,IMD score,,42.18
E01002412,2007,IMD score,,10.41
E01011581,2007,IMD score,,10.44
E01011368,2007,IMD score,,54.94
E01025724,2007,IMD score,,8.74
E01000918,2007,IMD score,,39.05
E01024241,2007,IMD score,,29.49
E01007631,2007,IMD score,,11.2
E01019681,2007,IMD score,,11.73
E01030401,2007,IMD score,,6.18
E01024028,2007,IMD score,,35.79
E01007418,2007,IMD score,,10.08
E01019468,2007,IMD score,,27.11
E01010910,2007,IMD score,,31.13
E01022960,2007,IMD score,,14.43
E01022747,2007,IMD score,,4.69
E01029460,2007,IMD score,,9.62
E01029247,2007,IMD score,,37.95
E01021264,2007,IMD score,,9.71
E01004654,2007,IMD score,,23.32
E01003171,2007,IMD score,,33.44
E01000290,2007,IMD score,,24.91
E01015916,2007,IMD score,,47.92
E01027966,2007,IMD score,,47.09
E01017314,2007,IMD score,,16.66
E01000077,2007,IMD score,,34.23
E01026483,2007,IMD score,,21.75
E01014433,2007,IMD score,,18.46
E01009873,2007,IMD score,,21.73
E01001890,2007,IMD score,,20.58
E01001677,2007,IMD score,,33.87
E01008390,2007,IMD score,,71.03
E01031160,2007,IMD score,,10.99
E01008177,2007,IMD score,,19.14
E01002500,2007,IMD score,,13.98
E01012939,2007,IMD score,,9.04
E01024989,2007,IMD score,,17.19
E01009000,2007,IMD score,,44.69
E01011456,2007,IMD score,,3.11
E01025812,2007,IMD score,,7.43
E01006896,2007,IMD score,,17.57
E01024116,2007,IMD score,,9.73
E01007506,2007,IMD score,,51.73
E01019556,2007,IMD score,,38.86
E01006023,2007,IMD score,,37.59
E01018073,2007,IMD score,,24.36
E01022835,2007,IMD score,,16.15
E01015192,2007,IMD score,,28.97
E01029335,2007,IMD score,,20.43
E01021352,2007,IMD score,,9.42
E01004742,2007,IMD score,,17.41
E01016792,2007,IMD score,,3.82
E01021139,2007,IMD score,,14.96
E01004529,2007,IMD score,,20.61
E01016579,2007,IMD score,,13.13
E01013698,2007,IMD score,,29.32
E01003046,2007,IMD score,,45.39
E01017402,2007,IMD score,,3.38
E01000165,2007,IMD score,,15.94
E01014521,2007,IMD score,,24.52
E01026571,2007,IMD score,,6.55
E01009961,2007,IMD score,,17.76
E01026358,2007,IMD score,,2.46
E01014308,2007,IMD score,,19.97
E01009748,2007,IMD score,,48.75
E01001765,2007,IMD score,,60.17
E01008265,2007,IMD score,,23.46
E01031035,2007,IMD score,,14.5
E01025900,2007,IMD score,,25.15
E01011544,2007,IMD score,,32.84
E01023594,2007,IMD score,,11.58
E01006984,2007,IMD score,,55.97
E01010061,2007,IMD score,,51.44
E01024204,2007,IMD score,,21.18
E01005288,2007,IMD score,,39.73
E01019644,2007,IMD score,,32.41
E01006111,2007,IMD score,,44.18
E01018161,2007,IMD score,,4.84
E01022923,2007,IMD score,,8.33
E01015280,2007,IMD score,,52.12
E01015067,2007,IMD score,,9.42
E01029423,2007,IMD score,,19.72
E01021440,2007,IMD score,,12.54
E01004830,2007,IMD score,,35.71
E01016880,2007,IMD score,,51.58
E01021227,2007,IMD score,,3.59
E01004617,2007,IMD score,,25.17
E01016667,2007,IMD score,,2.92
E01013786,2007,IMD score,,20.94
E01003134,2007,IMD score,,26.77
E01000253,2007,IMD score,,15.08
E01027929,2007,IMD score,,25.2
E01031996,2007,IMD score,,13.43
E01026446,2007,IMD score,,14.69
E01009836,2007,IMD score,,53.49
E01001853,2007,IMD score,,20.75
E01008353,2007,IMD score,,27.31
E01031123,2007,IMD score,,4.51
E01011632,2007,IMD score,,34.96
E01023682,2007,IMD score,,11.65
E01011419,2007,IMD score,,7.24
E01023469,2007,IMD score,,16.47
E01006859,2007,IMD score,,10.19
E01005376,2007,IMD score,,45.83
E01019732,2007,IMD score,,13.69
E01019519,2007,IMD score,,25.61
E01028688,2007,IMD score,,6.36
E01018036,2007,IMD score,,10.79
E01015155,2007,IMD score,,74.29
E01029511,2007,IMD score,,3.91
E01021315,2007,IMD score,,31.42
E01002399,2007,IMD score,,19.1
E01004705,2007,IMD score,,13.35
E01016755,2007,IMD score,,8.21
E01013874,2007,IMD score,,26.97
E01003222,2007,IMD score,,19.27
E01012391,2007,IMD score,,49.34
E01000341,2007,IMD score,,8.19
E01003009,2007,IMD score,,16.32
E01000128,2007,IMD score,,28.78
E01012178,2007,IMD score,,16.95
E01026534,2007,IMD score,,14.67
E01009924,2007,IMD score,,13.31
E01001941,2007,IMD score,,45.52
E01030388,2007,IMD score,,4.09
E01013001,2007,IMD score,,15.31
E01001728,2007,IMD score,,45.43
E01025051,2007,IMD score,,40.3
E01008441,2007,IMD score,,32.71
E01010897,2007,IMD score,,10.02
E01008228,2007,IMD score,,37.41
E01031211,2007,IMD score,,9.31
E01011720,2007,IMD score,,36.76
E01023770,2007,IMD score,,4.62
E01011507,2007,IMD score,,14.98
E01023557,2007,IMD score,,7.53
E01006947,2007,IMD score,,11.31
E01018997,2007,IMD score,,63.54
E01010024,2007,IMD score,,11.4
E01022074,2007,IMD score,,10.23
E01005464,2007,IMD score,,65.32
E01019820,2007,IMD score,,15.91
E01019607,2007,IMD score,,13.29
E01028776,2007,IMD score,,10.6
E01020793,2007,IMD score,,48.64
E01018124,2007,IMD score,,4.53
E01015243,2007,IMD score,,16.42
E01027293,2007,IMD score,,3.32
E01021403,2007,IMD score,,3.69
E01002487,2007,IMD score,,25.61
E01016843,2007,IMD score,,46.63
E01013962,2007,IMD score,,42.77
E01003310,2007,IMD score,,45.12
E01013749,2007,IMD score,,30.56
E01025799,2007,IMD score,,1.94
E01000216,2007,IMD score,,13.48
E01012266,2007,IMD score,,75.95
E01031959,2007,IMD score,,6.91
E01026622,2007,IMD score,,59.98
E01030476,2007,IMD score,,2.91
E01026409,2007,IMD score,,17.5
E01001816,2007,IMD score,,41.52
E01010985,2007,IMD score,,27.03
E01008316,2007,IMD score,,9.06
E01023645,2007,IMD score,,12.46
E01010112,2007,IMD score,,23.54
E01022162,2007,IMD score,,13.47
E01005552,2007,IMD score,,69.32
E01005339,2007,IMD score,,9.57
E01017389,2007,IMD score,,6.14
E01028864,2007,IMD score,,20.58
E01020881,2007,IMD score,,24.92
E01018212,2007,IMD score,,13.54
E01020668,2007,IMD score,,36.48
E01015331,2007,IMD score,,22.14
E01027381,2007,IMD score,,22.4
E01015118,2007,IMD score,,9.93
E01027168,2007,IMD score,,49.85
E01002575,2007,IMD score,,14.51
E01016931,2007,IMD score,,12.91
E01009075,2007,IMD score,,34.89
E01001092,2007,IMD score,,19.4
E01016718,2007,IMD score,,34.95
E01013837,2007,IMD score,,20.25
E01025887,2007,IMD score,,13.77
E01000304,2007,IMD score,,20.17
E01012354,2007,IMD score,,57.22
E01026710,2007,IMD score,,9.87
E01007794,2007,IMD score,,42.13
E01030564,2007,IMD score,,3.79
E01001904,2007,IMD score,,18.99
E01025014,2007,IMD score,,12.7
E01006098,2007,IMD score,,4.51
E01008404,2007,IMD score,,34.5
E01023733,2007,IMD score,,3.86
E01010200,2007,IMD score,,15
E01022250,2007,IMD score,,21.57
E01005640,2007,IMD score,,40.12
E01017690,2007,IMD score,,6.56
E01022037,2007,IMD score,,20.1
E01005427,2007,IMD score,,65.41
E01017477,2007,IMD score,,48.48
E01014596,2007,IMD score,,56.4
E01028952,2007,IMD score,,7.15
E01018300,2007,IMD score,,9.39
E01028739,2007,IMD score,,4.84
E01020756,2007,IMD score,,15.84
E01015206,2007,IMD score,,23.05
E01027256,2007,IMD score,,6.75
E01002663,2007,IMD score,,25.34
E01009163,2007,IMD score,,37.25
E01001180,2007,IMD score,,22.72
E01016806,2007,IMD score,,36.34
E01013925,2007,IMD score,,20.53
E01025975,2007,IMD score,,3.91
E01012442,2007,IMD score,,53.32
E01024492,2007,IMD score,,20.04
E01007882,2007,IMD score,,18.72
E01012229,2007,IMD score,,2.97
E01024279,2007,IMD score,,24.59
E01007669,2007,IMD score,,14.09
E01030652,2007,IMD score,,7.09
E01030439,2007,IMD score,,3.21
E01025102,2007,IMD score,,15.32
E01006186,2007,IMD score,,29.28
E01010948,2007,IMD score,,15.86
E01022998,2007,IMD score,,4.22
E01029498,2007,IMD score,,12.83
E01023821,2007,IMD score,,3.03
E01023608,2007,IMD score,,2.06
E01022125,2007,IMD score,,9.1
E01005515,2007,IMD score,,59.48
