ID,Measure type,Statistical Geography,Year,Aged 16 to 64 years level 3 or above qualifications,Unit of Measure,Upper Confidence Interval,Lower Confidence Interval,Observation Status
http://ldapi-prototype.gss-data.org.uk/dataset-1/releases/1-1/b188787128987401f1b9d1734f5aafbca53ccd1a,Aged 16 to 64 years level 3 or above qualifications,Hackney,2019,65.1,per cent,75,61.6,
